4_16.topo,504,7056,361,22344,7056,504,22344,7056,7056,22344,504,7056,22344,361,7056,504
4_17.topo,1296,2744,196,4104,38416,4104,12996,2744,2744,12996,4104,38416,4104,196,2744,1296
4_18.topo,504,504,1596,7056,22344,504,70756,7056,7056,70756,504,22344,7056,1596,504,504
4_19.topo,504,1596,1596,22344,7056,504,22344,7056,7056,22344,504,7056,22344,1596,1596,504
4_2.topo,504,504,504,5054,7056,7056,7056,70756,70756,7056,7056,7056,5054,504,504,504
4_20.topo,196,4104,4104,38416,4104,196,38416,4104,4104,38416,196,4104,38416,4104,4104,196
4_21.topo,114,7056,36,22344,22344,7056,7056,22344,22344,7056,7056,22344,22344,36,7056,114
4_22.topo,196,1296,1296,38416,12996,196,38416,12996,12996,38416,196,12996,38416,1296,1296,196
4_23.topo,504,7056,504,70756,7056,504,7056,5054,5054,7056,504,7056,70756,504,7056,504
4_24.topo,1296,2744,2744,130321,2744,1296,1296,2744,2744,1296,1296,2744,130321,2744,2744,1296
4_25.topo,504,1596,504,1596,7056,22344,7056,22344,22344,7056,22344,7056,1596,504,1596,504
4_26.topo,1296,2744,2744,12996,2744,12996,1296,2744,2744,1296,12996,2744,12996,2744,2744,1296
4_3.topo,1296,196,196,12996,38416,1296,12996,38416,38416,12996,1296,38416,12996,196,196,1296
4_4.topo,504,7056,36,22344,7056,504,22344,70756,70756,22344,504,7056,22344,36,7056,504
4_5.topo,504,504,504,22344,7056,7056,1596,70756,70756,1596,7056,7056,22344,504,504,504
4_6.topo,1296,2744,196,41154,2744,1296,4104,38416,38416,4104,1296,2744,41154,196,2744,1296
4_7.topo,504,7056,36,22344,22344,7056,1596,22344,22344,1596,7056,22344,22344,36,7056,504
4_8.topo,504,504,504,22344,22344,504,22344,22344,22344,22344,504,22344,22344,504,504,504
4_9.topo,504,1596,504,70756,7056,504,7056,22344,22344,7056,504,7056,70756,504,1596,504
5_0.topo,3024,1176,84,2166,16464,9576,3024,52136,52136,3024,9576,16464,2166,84,1176,3024
5_1.topo,3024,16464,6,9576,16464,684,9576,52136,52136,9576,684,16464,9576,6,16464,3024
5_10.topo,1176,3024,216,3724,9576,16464,1176,30324,30324,1176,16464,9576,3724,216,3024,1176
5_11.topo,684,1176,1176,30324,1176,3024,3024,52136,52136,3024,3024,1176,30324,1176,1176,684
5_12.topo,3024,1176,84,9576,16464,216,30324,52136,52136,30324,216,16464,9576,84,1176,3024
5_13.topo,3024,84,1176,9576,16464,3024,2166,52136,52136,2166,3024,16464,9576,1176,84,3024
5_14.topo,3024,1176,266,30324,16464,216,9576,16464,16464,9576,216,16464,30324,266,1176,3024
5_15.topo,684,16464,6,9576,16464,3024,9576,52136,52136,9576,3024,16464,9576,6,16464,684
5_16.topo,1176,3024,216,16464,9576,84,52136,30324,30324,52136,84,9576,16464,216,3024,1176
5_17.topo,3024,1176,1176,30324,1176,3024,684,52136,52136,684,3024,1176,30324,1176,1176,3024
5_18.topo,1176,3024,216,16464,9576,16464,266,30324,30324,266,16464,9576,16464,216,3024,1176
5_19.topo,684,84,1176,9576,16464,3024,9576,52136,52136,9576,3024,16464,9576,1176,84,684
5_2.topo,3024,1176,84,9576,16464,9576,684,52136,52136,684,9576,16464,9576,84,1176,3024
5_20.topo,1176,684,3024,52136,3024,1176,1176,30324,30324,1176,1176,3024,52136,3024,684,1176
5_21.topo,3024,16464,84,30324,3724,3024,684,16464,16464,684,3024,3724,30324,84,16464,3024
5_22.topo,3024,1176,1176,30324,3724,216,9576,16464,16464,9576,216,3724,30324,1176,1176,3024
5_23.topo,3024,3724,1176,96026,1176,216,3024,16464,16464,3024,216,1176,96026,1176,3724,3024
5_24.topo,1176,3024,216,16464,30324,1176,3724,9576,9576,3724,1176,30324,16464,216,3024,1176
5_25.topo,1176,9576,216,52136,9576,1176,1176,9576,9576,1176,1176,9576,52136,216,9576,1176
5_26.topo,1176,684,3024,52136,9576,84,16464,9576,9576,16464,84,9576,52136,3024,684,1176
5_27.topo,1176,3024,2166,3724,3024,1176,16464,9576,9576,16464,1176,3024,3724,2166,3024,1176
5_28.topo,3024,1176,1176,684,16464,9576,9576,3724,3724,9576,9576,16464,684,1176,1176,3024
5_29.topo,684,1176,3724,9576,1176,3024,9576,16464,16464,9576,3024,1176,9576,3724,1176,684
5_3.topo,3024,3724,84,30324,16464,3024,684,16464,16464,684,3024,16464,30324,84,3724,3024
5_30.topo,1176,3024,3024,1176,3024,52136,1176,6859,6859,1176,52136,3024,1176,3024,3024,1176
5_31.topo,266,216,9576,1176,3024,16464,16464,30324,30324,16464,16464,3024,1176,9576,216,266
5_32.topo,3024,16464,1176,2166,1176,9576,3024,3724,3724,3024,9576,1176,2166,1176,16464,3024
5_33.topo,1176,3024,9576,3724,684,1176,16464,9576,9576,16464,1176,684,3724,9576,3024,1176
5_34.topo,684,16464,3724,30324,84,3024,3024,16464,16464,3024,3024,84,30324,3724,16464,684
5_35.topo,266,3024,9576,16464,684,1176,16464,9576,9576,16464,1176,684,16464,9576,3024,266
5_36.topo,3024,16464,266,9576,16464,684,9576,1176,1176,9576,684,16464,9576,266,16464,3024
5_37.topo,1176,3024,2166,16464,9576,84,52136,3024,3024,52136,84,9576,16464,2166,3024,1176
5_4.topo,1176,3024,684,266,9576,16464,16464,9576,9576,16464,16464,9576,266,684,3024,1176
5_5.topo,1176,3024,684,1176,3024,52136,1176,30324,30324,1176,52136,3024,1176,684,3024,1176
5_6.topo,1176,9576,684,3724,3024,16464,1176,9576,9576,1176,16464,3024,3724,684,9576,1176
5_7.topo,684,16464,266,9576,1176,9576,3024,16464,16464,3024,9576,1176,9576,266,16464,684
5_8.topo,1176,3024,216,3724,3024,1176,16464,96026,96026,16464,1176,3024,3724,216,3024,1176
5_9.topo,3024,1176,1176,6859,1176,3024,3024,52136,52136,3024,3024,1176,6859,1176,1176,3024
6_0.topo,7056,504,504,361,22344,7056,7056,22344,22344,7056,7056,22344,361,504,504,7056
6_1.topo,7056,7056,36,1596,7056,1596,7056,70756,70756,7056,1596,7056,1596,36,7056,7056
6_10.topo,4104,196,196,4104,38416,4104,4104,38416,38416,4104,4104,38416,4104,196,196,4104
6_11.topo,7056,1596,504,22344,7056,1596,504,22344,22344,504,1596,7056,22344,504,1596,7056
6_12.topo,7056,5054,504,70756,7056,504,504,7056,7056,504,504,7056,70756,504,5054,7056
6_13.topo,2744,1296,4104,196,4104,38416,2744,12996,12996,2744,38416,4104,196,4104,1296,2744
6_14.topo,1596,7056,1596,1596,7056,7056,7056,1596,1596,7056,7056,7056,1596,1596,7056,1596
6_15.topo,1596,504,1596,504,7056,22344,7056,22344,22344,7056,22344,7056,504,1596,504,1596
6_16.topo,2744,4104,4104,2744,4104,2744,2744,4104,4104,2744,2744,4104,2744,4104,4104,2744
6_17.topo,2744,1296,1296,2744,1296,2744,2744,130321,130321,2744,2744,1296,2744,1296,1296,2744
6_18.topo,7056,7056,504,5054,504,504,7056,70756,70756,7056,504,504,5054,504,7056,7056
6_19.topo,1596,7056,36,1596,7056,7056,7056,70756,70756,7056,7056,7056,1596,36,7056,1596
6_2.topo,7056,504,504,1596,7056,22344,504,70756,70756,504,22344,7056,1596,504,504,7056
6_20.topo,2744,1296,1296,2744,4104,196,38416,41154,41154,38416,196,4104,2744,1296,1296,2744
6_21.topo,1596,7056,504,22344,504,504,7056,70756,70756,7056,504,504,22344,504,7056,1596
6_22.topo,7056,7056,504,5054,1596,7056,504,22344,22344,504,7056,1596,5054,504,7056,7056
6_23.topo,4104,2744,2744,41154,196,1296,1296,38416,38416,1296,1296,196,41154,2744,2744,4104
6_24.topo,2744,1296,1296,2744,12996,2744,2744,12996,12996,2744,2744,12996,2744,1296,1296,2744
6_25.topo,1596,7056,504,22344,1596,7056,504,22344,22344,504,7056,1596,22344,504,7056,1596
6_26.topo,7056,7056,114,22344,7056,36,22344,22344,22344,22344,36,7056,22344,114,7056,7056
6_27.topo,4104,2744,14,4104,38416,1296,12996,38416,38416,12996,1296,38416,4104,14,2744,4104
6_28.topo,7056,504,504,7056,22344,36,70756,22344,22344,70756,36,22344,7056,504,504,7056
6_29.topo,7056,1596,504,22344,7056,36,22344,22344,22344,22344,36,7056,22344,504,1596,7056
6_3.topo,7056,1596,504,5054,7056,7056,504,22344,22344,504,7056,7056,5054,504,1596,7056
6_30.topo,7056,504,1596,22344,7056,504,1596,22344,22344,1596,504,7056,22344,1596,504,7056
6_31.topo,7056,504,504,7056,22344,7056,361,22344,22344,361,7056,22344,7056,504,504,7056
6_32.topo,7056,114,7056,22344,7056,504,1596,22344,22344,1596,504,7056,22344,7056,114,7056
6_33.topo,7056,1596,1596,70756,7056,36,7056,7056,7056,7056,36,7056,70756,1596,1596,7056
6_34.topo,1596,7056,36,7056,22344,504,22344,22344,22344,22344,504,22344,7056,36,7056,1596
6_35.topo,2744,4104,1296,38416,4104,14,38416,12996,12996,38416,14,4104,38416,1296,4104,2744
6_36.topo,7056,7056,504,22344,1596,7056,114,22344,22344,114,7056,1596,22344,504,7056,7056
6_37.topo,4104,196,2744,12996,2744,1296,4104,38416,38416,4104,1296,2744,12996,2744,196,4104
6_38.topo,7056,1596,7056,70756,504,504,504,22344,22344,504,504,504,70756,7056,1596,7056
6_39.topo,1596,504,504,7056,22344,7056,1596,22344,22344,1596,7056,22344,7056,504,504,1596
6_4.topo,7056,7056,36,1596,22344,22344,504,22344,22344,504,22344,22344,1596,36,7056,7056
6_40.topo,2744,4104,1296,38416,4104,2744,196,12996,12996,196,2744,4104,38416,1296,4104,2744
6_41.topo,1596,114,7056,22344,7056,504,7056,22344,22344,7056,504,7056,22344,7056,114,1596
6_42.topo,7056,7056,504,22344,5054,504,1596,7056,7056,1596,504,5054,22344,504,7056,7056
6_43.topo,7056,1596,7056,70756,1596,36,7056,7056,7056,7056,36,1596,70756,7056,1596,7056
6_44.topo,7056,7056,1596,1596,7056,1596,7056,1596,1596,7056,1596,7056,1596,1596,7056,7056
6_45.topo,1596,7056,5054,22344,504,504,7056,7056,7056,7056,504,504,22344,5054,7056,1596
6_46.topo,4104,2744,2744,4104,2744,4104,4104,2744,2744,4104,4104,2744,4104,2744,2744,4104
6_47.topo,361,504,22344,7056,504,7056,7056,22344,22344,7056,7056,504,7056,22344,504,361
6_5.topo,7056,504,504,1596,22344,1596,7056,22344,22344,7056,1596,22344,1596,504,504,7056
6_6.topo,4104,2744,196,12996,2744,4104,1296,38416,38416,1296,4104,2744,12996,196,2744,4104
6_7.topo,4104,38416,1,4104,38416,4104,4104,38416,38416,4104,4104,38416,4104,1,38416,4104
6_8.topo,7056,7056,36,7056,22344,114,22344,22344,22344,22344,114,22344,7056,36,7056,7056
6_9.topo,7056,1596,504,22344,7056,7056,114,22344,22344,114,7056,7056,22344,504,1596,7056
7_0.topo,16464,9576,30324,266,3024,1176,16464,216,216,16464,1176,3024,266,30324,9576,16464
7_1.topo,16464,3024,96026,1176,3024,3724,1176,216,216,1176,3724,3024,1176,96026,3024,16464
7_10.topo,9576,16464,52136,684,1176,3024,9576,84,84,9576,3024,1176,684,52136,16464,9576
7_11.topo,3724,9576,9576,84,9576,16464,16464,216,216,16464,16464,9576,84,9576,9576,3724
7_12.topo,16464,9576,30324,1176,3024,52136,84,216,216,84,52136,3024,1176,30324,9576,16464
7_13.topo,16464,30324,9576,1176,3024,16464,266,216,216,266,16464,3024,1176,9576,30324,16464
7_14.topo,16464,9576,2166,84,3024,52136,1176,3024,3024,1176,52136,3024,84,2166,9576,16464
7_15.topo,3724,3024,96026,1176,3024,16464,1176,216,216,1176,16464,3024,1176,96026,3024,3724
7_16.topo,9576,16464,52136,3024,1176,30324,216,84,84,216,30324,1176,3024,52136,16464,9576
7_17.topo,16464,9576,9576,84,9576,16464,3724,216,216,3724,16464,9576,84,9576,9576,16464
7_18.topo,9576,16464,52136,3024,1176,3024,2166,84,84,2166,3024,1176,3024,52136,16464,9576
7_19.topo,3724,30324,9576,1176,3024,16464,1176,216,216,1176,16464,3024,1176,9576,30324,3724
7_2.topo,16464,9576,30324,1176,3024,1176,3724,216,216,3724,1176,3024,1176,30324,9576,16464
7_20.topo,9576,3724,16464,216,16464,9576,9576,84,84,9576,9576,16464,216,16464,3724,9576
7_21.topo,16464,3024,30324,84,684,16464,3724,3024,3024,3724,16464,684,84,30324,3024,16464
7_22.topo,16464,9576,9576,84,684,52136,1176,3024,3024,1176,52136,684,84,9576,9576,16464
7_23.topo,16464,684,9576,6,9576,52136,16464,3024,3024,16464,52136,9576,6,9576,684,16464
7_24.topo,9576,16464,52136,3024,84,9576,684,1176,1176,684,9576,84,3024,52136,16464,9576
7_25.topo,9576,1176,52136,216,1176,9576,9576,1176,1176,9576,9576,1176,216,52136,1176,9576
7_26.topo,9576,3724,16464,216,1176,30324,3024,1176,1176,3024,30324,1176,216,16464,3724,9576
7_27.topo,9576,16464,266,684,16464,9576,3024,1176,1176,3024,9576,16464,684,266,16464,9576
7_28.topo,16464,9576,9576,3724,3024,1176,1176,684,684,1176,1176,3024,3724,9576,9576,16464
7_29.topo,3724,9576,684,1176,9576,16464,1176,3024,3024,1176,16464,9576,1176,684,9576,3724
7_3.topo,16464,684,30324,84,3024,16464,3724,3024,3024,3724,16464,3024,84,30324,684,16464
7_30.topo,9576,16464,16464,9576,16464,216,9576,19,19,9576,216,16464,9576,16464,16464,9576
7_31.topo,2166,52136,1176,9576,16464,3024,3024,84,84,3024,3024,16464,9576,1176,52136,2166
7_32.topo,16464,3024,9576,266,9576,1176,16464,684,684,16464,1176,9576,266,9576,3024,16464
7_33.topo,9576,16464,1176,684,3724,9576,3024,1176,1176,3024,9576,3724,684,1176,16464,9576
7_34.topo,3724,3024,684,84,30324,16464,16464,3024,3024,16464,16464,30324,84,684,3024,3724
7_35.topo,2166,16464,1176,3024,3724,9576,3024,1176,1176,3024,9576,3724,3024,1176,16464,2166
7_36.topo,16464,3024,2166,1176,3024,3724,1176,9576,9576,1176,3724,3024,1176,2166,3024,16464
7_37.topo,9576,16464,266,3024,1176,30324,216,16464,16464,216,30324,1176,3024,266,16464,9576
7_4.topo,9576,16464,3724,2166,1176,3024,3024,1176,1176,3024,3024,1176,2166,3724,16464,9576
7_5.topo,9576,16464,3724,9576,16464,216,9576,84,84,9576,216,16464,9576,3724,16464,9576
7_6.topo,9576,1176,3724,684,16464,3024,9576,1176,1176,9576,3024,16464,684,3724,1176,9576
7_7.topo,3724,3024,2166,1176,9576,1176,16464,3024,3024,16464,1176,9576,1176,2166,3024,3724
7_8.topo,9576,16464,52136,684,16464,9576,3024,6,6,3024,9576,16464,684,52136,16464,9576
7_9.topo,16464,9576,9576,19,9576,16464,16464,216,216,16464,16464,9576,19,9576,9576,16464
8_0.topo,38416,4104,41154,196,1296,2744,2744,1296,1296,2744,2744,1296,196,41154,4104,38416
8_1.topo,22344,7056,5054,1596,7056,504,7056,504,504,7056,504,7056,1596,5054,7056,22344
8_10.topo,22344,22344,1596,1596,7056,7056,504,504,504,504,7056,7056,1596,1596,22344,22344
8_11.topo,12996,38416,2744,4104,38416,1296,4104,14,14,4104,1296,38416,4104,2744,38416,12996
8_12.topo,22344,7056,1596,114,22344,7056,7056,504,504,7056,7056,22344,114,1596,7056,22344
8_13.topo,22344,7056,22344,1596,7056,504,7056,114,114,7056,504,7056,1596,22344,7056,22344
8_14.topo,12996,38416,2744,4104,2744,4104,1296,196,196,1296,4104,2744,4104,2744,38416,12996
8_15.topo,5054,7056,1596,504,22344,7056,7056,504,504,7056,7056,22344,504,1596,7056,5054
8_16.topo,22344,7056,361,504,7056,22344,504,7056,7056,504,22344,7056,504,361,7056,22344
8_17.topo,38416,4104,12996,2744,1296,2744,196,4104,4104,196,2744,1296,2744,12996,4104,38416
8_18.topo,22344,22344,1596,7056,504,22344,36,7056,7056,36,22344,504,7056,1596,22344,22344
8_19.topo,22344,1596,1596,504,7056,22344,504,7056,7056,504,22344,7056,504,1596,1596,22344
8_2.topo,22344,22344,22344,114,7056,7056,7056,36,36,7056,7056,7056,114,22344,22344,22344
8_20.topo,12996,2744,2744,1296,2744,12996,1296,2744,2744,1296,12996,2744,1296,2744,2744,12996
8_21.topo,5054,7056,70756,504,504,7056,7056,504,504,7056,7056,504,504,70756,7056,5054
8_22.topo,12996,38416,38416,1296,196,12996,1296,196,196,1296,12996,196,1296,38416,38416,12996
8_23.topo,22344,7056,22344,36,7056,22344,7056,114,114,7056,22344,7056,36,22344,7056,22344
8_24.topo,38416,4104,4104,1,4104,38416,38416,4104,4104,38416,38416,4104,1,4104,4104,38416
8_25.topo,22344,1596,22344,1596,7056,504,7056,504,504,7056,504,7056,1596,22344,1596,22344
8_26.topo,38416,4104,4104,196,4104,196,38416,4104,4104,38416,196,4104,196,4104,4104,38416
8_3.topo,38416,12996,12996,196,1296,38416,196,1296,1296,196,38416,1296,196,12996,12996,38416
8_4.topo,22344,7056,70756,504,7056,22344,504,36,36,504,22344,7056,504,70756,7056,22344
8_5.topo,22344,22344,22344,504,7056,7056,1596,36,36,1596,7056,7056,504,22344,22344,22344
8_6.topo,38416,4104,12996,14,4104,38416,2744,1296,1296,2744,38416,4104,14,12996,4104,38416
8_7.topo,22344,7056,70756,504,504,7056,1596,504,504,1596,7056,504,504,70756,7056,22344
8_8.topo,22344,22344,22344,504,504,22344,504,504,504,504,22344,504,504,22344,22344,22344
8_9.topo,22344,1596,22344,36,7056,22344,7056,504,504,7056,22344,7056,36,22344,1596,22344
9_0.topo,52136,3024,6859,1176,3024,1176,1176,3024,3024,1176,1176,3024,1176,6859,3024,52136
9_1.topo,52136,9576,30324,84,3024,16464,1176,216,216,1176,16464,3024,84,30324,9576,52136
9_10.topo,30324,52136,1176,3024,1176,684,3024,1176,1176,3024,684,1176,3024,1176,52136,30324
9_11.topo,30324,16464,266,216,16464,3024,9576,1176,1176,9576,3024,16464,216,266,16464,30324
9_12.topo,6859,52136,1176,3024,1176,3024,3024,1176,1176,3024,3024,1176,3024,1176,52136,6859
9_2.topo,30324,16464,3724,684,16464,3024,3024,84,84,3024,3024,16464,684,3724,16464,30324
9_3.topo,52136,9576,2166,1176,3024,16464,84,3024,3024,84,16464,3024,1176,2166,9576,52136
9_4.topo,52136,3024,30324,1176,3024,1176,1176,684,684,1176,1176,3024,1176,30324,3024,52136
9_5.topo,30324,16464,3724,3024,1176,9576,216,1176,1176,216,9576,1176,3024,3724,16464,30324
9_6.topo,30324,16464,52136,216,1176,9576,3024,84,84,3024,9576,1176,216,52136,16464,30324
9_7.topo,52136,9576,9576,6,684,16464,16464,3024,3024,16464,16464,684,6,9576,9576,52136
9_8.topo,52136,9576,9576,1176,9576,1176,1176,216,216,1176,1176,9576,1176,9576,9576,52136
9_9.topo,52136,9576,684,84,9576,1176,16464,3024,3024,16464,1176,9576,84,684,9576,52136
