,000,010,100,110,001,011,101,111
3_0_0.topo,1,2,4,2,2,4,2,1
3_0_11.topo,1,1,1,1,1,1,1,1
3_0_12.topo,1,4,1,4,4,1,4,1
3_0_13.topo,1,4,8,2,2,8,4,1
3_0_16.topo,1,4,4,4,4,4,4,1
3_0_3.topo,1,4,2,2,2,2,4,1
3_0_6.topo,1,2,2,1,1,2,2,1
3_1_0.topo,2,4,8,4,4,8,4,2
3_1_12.topo,2,4,2,4,4,2,4,2
3_1_14.topo,2,2,2,2,2,2,2,2
3_1_15.topo,2,8,2,8,8,2,8,2
3_1_16.topo,2,2,4,4,4,4,2,2
3_1_19.topo,2,1,4,8,8,4,1,2
3_1_23.topo,2,4,2,4,4,2,4,2
3_1_26.topo,2,2,2,2,2,2,2,2
3_1_3.topo,2,8,4,4,4,4,8,2
3_1_31.topo,2,2,2,8,8,2,2,2
3_1_35.topo,2,1,2,4,4,2,1,2
3_1_37.topo,2,1,2,4,4,2,1,2
3_1_40.topo,2,1,1,2,2,1,1,2
3_1_43.topo,2,2,1,4,4,1,2,2
3_1_6.topo,2,4,4,2,2,4,4,2
3_2_0.topo,4,2,4,8,8,4,2,4
3_2_12.topo,4,8,4,8,8,4,8,4
3_2_14.topo,4,4,4,4,4,4,4,4
3_2_16.topo,4,4,4,4,4,4,4,4
3_2_18.topo,4,2,4,2,2,4,2,4
3_2_19.topo,4,4,2,2,2,2,4,4
3_2_23.topo,4,2,1,8,8,1,2,4
3_2_25.topo,4,1,1,4,4,1,1,4
3_2_27.topo,4,1,4,4,4,4,1,4
3_2_3.topo,4,4,2,8,8,2,4,4
3_2_31.topo,4,2,1,2,2,1,2,4
3_2_39.topo,4,2,4,2,2,4,2,4
3_2_40.topo,4,2,1,2,2,1,2,4
3_2_43.topo,4,4,8,2,2,8,4,4
3_2_6.topo,4,2,2,4,4,2,2,4
3_3_0.topo,8,4,2,4,4,2,4,8
3_3_11.topo,8,8,8,8,8,8,8,8
3_3_12.topo,8,2,8,2,2,8,2,8
3_3_13.topo,8,2,1,4,4,1,2,8
3_3_16.topo,8,2,2,2,2,2,2,8
3_3_3.topo,8,2,4,4,4,4,2,8
3_3_6.topo,8,4,4,8,8,4,4,8
4_0_0.topo,1,6,12,2,2,12,6,1
4_0_1.topo,1,3,6,2,2,6,3,1
4_0_11.topo,1,3,3,1,1,3,3,1
4_0_12.topo,1,4,6,6,6,6,4,1
4_0_13.topo,1,10,3,6,6,3,10,1
4_0_14.topo,1,6,2,3,3,2,6,1
4_0_16.topo,1,5,3,3,3,3,5,1
4_0_18.topo,1,12,3,4,4,3,12,1
4_0_2.topo,1,6,6,5,5,6,6,1
4_0_20.topo,1,12,12,5,5,12,12,1
4_0_21.topo,1,6,20,6,6,20,6,1
4_0_22.topo,1,10,12,6,6,12,10,1
4_0_4.topo,1,12,6,2,2,6,12,1
4_0_7.topo,1,6,6,1,1,6,6,1
4_0_8.topo,1,6,3,2,2,3,6,1
4_1_0.topo,3,10,20,6,6,20,10,3
4_1_1.topo,2,6,12,4,4,12,6,2
4_1_11.topo,2,6,6,2,2,6,6,2
4_1_12.topo,3,12,10,10,10,10,12,3
4_1_13.topo,2,20,6,12,12,6,20,2
4_1_14.topo,2,12,4,6,6,4,12,2
4_1_16.topo,3,6,10,5,5,10,6,3
4_1_17.topo,2,10,6,6,6,6,10,2
4_1_18.topo,3,10,5,6,6,5,10,3
4_1_2.topo,2,12,12,10,10,12,12,2
4_1_21.topo,3,5,5,3,3,5,5,3
4_1_23.topo,3,20,5,12,12,5,20,3
4_1_25.topo,3,10,5,6,6,5,10,3
4_1_26.topo,2,12,2,12,12,2,12,2
4_1_27.topo,2,6,2,6,6,2,6,2
4_1_28.topo,3,2,4,6,6,4,2,3
4_1_29.topo,2,6,6,10,10,6,6,2
4_1_30.topo,2,3,10,12,12,10,3,2
4_1_31.topo,3,6,4,10,10,4,6,3
4_1_32.topo,2,2,6,6,6,6,2,2
4_1_34.topo,3,1,4,12,12,4,1,3
4_1_37.topo,2,3,6,20,20,6,3,2
4_1_4.topo,3,20,10,6,6,10,20,3
4_1_40.topo,3,3,4,20,20,4,3,3
4_1_41.topo,2,1,6,12,12,6,1,2
4_1_43.topo,3,4,2,6,6,2,4,3
4_1_46.topo,3,2,2,3,3,2,2,3
4_1_47.topo,2,6,5,12,12,5,6,2
4_1_48.topo,3,12,2,10,10,2,12,3
4_1_49.topo,2,6,2,6,6,2,6,2
4_1_51.topo,2,3,5,6,6,5,3,2
4_1_52.topo,3,6,2,5,5,2,6,3
4_1_53.topo,3,2,2,12,12,2,2,3
4_1_57.topo,3,1,2,6,6,2,1,3
4_1_59.topo,3,6,2,20,20,2,6,3
4_1_60.topo,2,3,2,12,12,2,3,2
4_1_62.topo,3,3,2,10,10,2,3,3
4_1_63.topo,3,3,2,10,10,2,3,3
4_1_64.topo,2,1,6,12,12,6,1,2
4_1_65.topo,2,1,3,6,6,3,1,2
4_1_67.topo,3,3,1,5,5,1,3,3
4_1_68.topo,2,1,3,6,6,3,1,2
4_1_69.topo,2,3,6,4,4,6,3,2
4_1_7.topo,3,10,10,3,3,10,10,3
4_1_70.topo,3,1,2,6,6,2,1,3
4_1_71.topo,2,3,3,10,10,3,3,2
4_1_73.topo,2,6,3,4,4,3,6,2
4_1_76.topo,2,3,3,2,2,3,3,2
4_1_77.topo,3,2,1,6,6,1,2,3
4_1_8.topo,2,12,6,4,4,6,12,2
4_1_80.topo,3,1,1,3,3,1,1,3
4_1_81.topo,2,2,3,12,12,3,2,2
4_1_82.topo,3,6,1,10,10,1,6,3
4_1_83.topo,2,3,1,6,6,1,3,2
4_2_0.topo,6,5,10,12,12,10,5,6
4_2_1.topo,6,2,4,12,12,4,2,6
4_2_10.topo,6,5,5,6,6,5,5,6
4_2_100.topo,4,6,4,6,6,4,6,4
4_2_101.topo,6,2,6,2,2,6,2,6
4_2_102.topo,6,1,2,12,12,2,1,6
4_2_103.topo,4,3,3,20,20,3,3,4
4_2_104.topo,6,6,2,10,10,2,6,6
4_2_105.topo,4,2,3,6,6,3,2,4
4_2_107.topo,5,12,6,10,10,6,12,5
4_2_108.topo,4,3,10,6,6,10,3,4
4_2_109.topo,6,6,4,5,5,4,6,6
4_2_11.topo,6,4,2,12,12,2,4,6
4_2_110.topo,6,2,6,2,2,6,2,6
4_2_111.topo,5,2,6,3,3,6,2,5
4_2_112.topo,6,1,4,6,6,4,1,6
4_2_117.topo,6,6,4,20,20,4,6,6
4_2_119.topo,5,2,6,12,12,6,2,5
4_2_121.topo,6,6,1,5,5,1,6,6
4_2_122.topo,4,2,3,6,6,3,2,4
4_2_123.topo,6,3,1,2,2,1,3,6
4_2_124.topo,5,1,3,3,3,3,1,5
4_2_125.topo,6,3,1,2,2,1,3,6
4_2_126.topo,5,1,12,12,12,12,1,5
4_2_127.topo,6,10,20,3,3,20,10,6
4_2_14.topo,6,2,2,6,6,2,2,6
4_2_15.topo,6,6,5,20,20,5,6,6
4_2_16.topo,6,12,2,20,20,2,12,6
4_2_17.topo,4,6,2,12,12,2,6,4
4_2_19.topo,6,3,5,10,10,5,3,6
4_2_2.topo,4,6,6,20,20,6,6,4
4_2_20.topo,6,6,2,10,10,2,6,6
4_2_21.topo,5,6,3,10,10,3,6,5
4_2_24.topo,5,3,3,5,5,3,3,5
4_2_26.topo,5,12,3,20,20,3,12,5
4_2_3.topo,6,3,10,20,20,10,3,6
4_2_30.topo,5,6,3,10,10,3,6,5
4_2_31.topo,6,12,10,20,20,10,12,6
4_2_32.topo,6,20,6,20,20,6,20,6
4_2_33.topo,4,12,4,12,12,4,12,4
4_2_35.topo,6,6,10,10,10,10,6,6
4_2_36.topo,6,6,10,10,10,10,6,6
