4_2_38.topo,6,4,6,4,4,6,4,6
4_2_39.topo,6,4,2,3,3,2,4,6
4_2_4.topo,6,6,4,20,20,4,6,6
4_2_40.topo,6,10,2,6,6,2,10,6
4_2_41.topo,4,6,5,6,6,5,6,4
4_2_42.topo,6,12,2,5,5,2,12,6
4_2_43.topo,6,6,2,2,2,2,6,6
4_2_48.topo,6,2,1,12,12,1,2,6
4_2_5.topo,4,2,6,12,12,6,2,4
4_2_51.topo,6,1,1,6,6,1,1,6
4_2_52.topo,6,2,3,20,20,3,2,6
4_2_53.topo,6,6,1,20,20,1,6,6
4_2_54.topo,4,3,1,12,12,1,3,4
4_2_56.topo,6,1,3,10,10,3,1,6
4_2_57.topo,5,6,6,20,20,6,6,5
4_2_60.topo,6,3,4,10,10,4,3,6
4_2_61.topo,6,1,6,4,4,6,1,6
4_2_63.topo,6,6,1,5,5,1,6,6
4_2_64.topo,6,5,3,2,2,3,5,6
4_2_65.topo,4,6,1,6,6,1,6,4
4_2_66.topo,6,2,1,3,3,1,2,6
4_2_68.topo,6,12,1,10,10,1,12,6
4_2_7.topo,6,10,5,12,12,5,10,6
4_2_70.topo,6,12,4,10,10,4,12,6
4_2_73.topo,5,4,6,6,6,6,4,5
4_2_75.topo,5,1,6,6,6,6,1,5
4_2_76.topo,6,5,10,3,3,10,5,6
4_2_77.topo,6,2,4,3,3,4,2,6
4_2_79.topo,5,12,6,10,10,6,12,5
4_2_82.topo,5,6,6,5,5,6,6,5
4_2_83.topo,6,20,10,12,12,10,20,6
4_2_86.topo,6,10,10,6,6,10,10,6
4_2_87.topo,6,6,20,5,5,20,6,6
4_2_88.topo,4,10,12,6,6,12,10,4
4_2_89.topo,6,4,12,2,2,12,4,6
4_2_91.topo,5,10,6,3,3,6,10,5
4_2_92.topo,6,6,10,2,2,10,6,6
4_2_93.topo,4,20,12,12,12,12,20,4
4_2_94.topo,4,6,12,2,2,12,6,4
4_2_95.topo,6,20,10,12,12,10,20,6
4_2_97.topo,6,10,10,6,6,10,10,6
4_2_99.topo,6,5,10,3,3,10,5,6
4_3_0.topo,12,10,5,6,6,5,10,12
4_3_1.topo,12,4,2,6,6,2,4,12
4_3_11.topo,10,6,6,10,10,6,6,10
4_3_12.topo,12,3,10,10,10,10,3,12
4_3_13.topo,12,6,4,10,10,4,6,12
4_3_14.topo,12,2,6,4,4,6,2,12
4_3_16.topo,10,5,3,6,6,3,5,10
4_3_17.topo,10,2,6,6,6,6,2,10
4_3_19.topo,10,10,3,12,12,3,10,10
4_3_2.topo,12,10,2,12,12,2,10,12
4_3_21.topo,12,12,4,20,20,4,12,12
4_3_22.topo,12,10,10,12,12,10,10,12
4_3_23.topo,12,10,6,20,20,6,10,12
4_3_24.topo,12,4,4,12,12,4,4,12
4_3_26.topo,10,4,6,12,12,6,4,10
4_3_28.topo,12,2,4,6,6,4,2,12
4_3_29.topo,10,12,6,20,20,6,12,10
4_3_31.topo,10,6,6,10,10,6,6,10
4_3_35.topo,10,3,6,5,5,6,3,10
4_3_37.topo,10,10,6,6,6,6,10,10
4_3_38.topo,10,10,6,6,6,6,10,10
4_3_4.topo,10,6,3,20,20,3,6,10
4_3_40.topo,12,2,12,2,2,12,2,12
4_3_41.topo,10,3,6,5,5,6,3,10
4_3_42.topo,12,2,1,6,6,1,2,12
4_3_43.topo,12,5,1,12,12,1,5,12
4_3_44.topo,12,2,3,10,10,3,2,12
4_3_45.topo,12,6,1,10,10,1,6,12
4_3_46.topo,12,3,1,4,4,1,3,12
4_3_48.topo,10,3,6,4,4,6,3,10
4_3_52.topo,10,6,3,20,20,3,6,10
4_3_54.topo,10,3,1,6,6,1,3,10
4_3_56.topo,12,6,2,5,5,2,6,12
4_3_57.topo,12,2,3,2,2,3,2,12
4_3_59.topo,10,2,3,3,3,3,2,10
4_3_60.topo,12,12,2,10,10,2,12,12
4_3_61.topo,10,6,1,12,12,1,6,10
4_3_62.topo,12,5,3,20,20,3,5,12
4_3_63.topo,10,2,3,12,12,3,2,10
4_3_65.topo,12,1,2,6,6,2,1,12
4_3_67.topo,10,2,6,6,6,6,2,10
4_3_68.topo,12,5,10,6,6,10,5,12
4_3_69.topo,10,5,6,12,12,6,5,10
4_3_7.topo,10,3,3,10,10,3,3,10
4_3_70.topo,10,2,12,12,12,12,2,10
4_3_71.topo,12,6,10,20,20,10,6,12
4_3_73.topo,12,6,10,20,20,10,6,12
4_3_75.topo,10,12,6,20,20,6,12,10
4_3_76.topo,10,12,10,12,12,10,12,10
4_3_77.topo,12,20,12,20,20,12,20,12
4_3_79.topo,10,12,6,5,5,6,12,10
4_3_8.topo,10,12,6,20,20,6,12,10
4_3_80.topo,12,2,6,20,20,6,2,12
4_3_81.topo,10,12,3,10,10,3,12,10
4_4_0.topo,20,6,3,10,10,3,6,20
4_4_1.topo,20,12,6,10,10,6,12,20
4_4_11.topo,20,12,12,20,20,12,12,20
4_4_12.topo,20,5,6,6,6,6,5,20
4_4_13.topo,20,2,12,6,6,12,2,20
4_4_14.topo,20,6,10,12,12,10,6,20
4_4_16.topo,20,4,12,12,12,12,4,20
4_4_18.topo,20,3,12,5,5,12,3,20
4_4_2.topo,20,6,6,4,4,6,6,20
4_4_20.topo,20,3,3,4,4,3,3,20
4_4_21.topo,20,6,1,6,6,1,6,20
4_4_22.topo,20,2,3,6,6,3,2,20
4_4_4.topo,20,3,6,10,10,6,3,20
4_4_7.topo,20,6,6,20,20,6,6,20
4_4_8.topo,20,6,12,10,10,12,6,20
5_0_0.topo,1,9,18,2,2,18,9,1
5_0_1.topo,1,18,18,5,5,18,18,1
5_0_10.topo,1,9,9,1,1,9,9,1
5_0_11.topo,1,24,28,12,12,28,24,1
5_0_12.topo,1,30,9,6,6,9,30,1
5_0_13.topo,1,18,6,3,3,6,18,1
5_0_15.topo,1,12,28,6,6,28,12,1
5_0_16.topo,1,15,9,3,3,9,15,1
5_0_17.topo,1,6,9,6,6,9,6,1
5_0_18.topo,1,9,3,3,3,3,9,1
5_0_2.topo,1,12,56,12,12,56,12,1
5_0_20.topo,1,14,6,6,6,6,14,1
5_0_21.topo,1,10,9,18,18,9,10,1
5_0_22.topo,1,24,14,24,24,14,24,1
5_0_23.topo,1,18,30,15,15,30,18,1
5_0_3.topo,1,15,18,6,6,18,15,1
5_0_4.topo,1,6,18,3,3,18,6,1
5_0_5.topo,1,9,9,5,5,9,9,1
5_0_6.topo,1,14,12,12,12,12,14,1
5_0_7.topo,1,3,9,3,3,9,3,1
5_0_8.topo,1,15,9,15,15,9,15,1
5_1_0.topo,3,15,30,6,6,30,15,3
5_1_1.topo,3,30,30,15,15,30,30,3
5_1_100.topo,6,12,1,28,28,1,12,6
5_1_101.topo,3,3,1,9,9,1,3,3
5_1_103.topo,3,1,3,9,9,3,1,3
5_1_104.topo,6,6,1,14,14,1,6,6
5_1_105.topo,3,6,3,30,30,3,6,3
5_1_106.topo,2,3,3,18,18,3,3,2
5_1_107.topo,3,9,1,15,15,1,9,3
5_1_12.topo,3,15,15,3,3,15,15,3
5_1_13.topo,6,56,38,28,28,38,56,6
5_1_14.topo,3,50,15,18,18,15,50,3
5_1_15.topo,3,30,10,9,9,10,30,3
5_1_17.topo,6,28,38,14,14,38,28,6
5_1_18.topo,3,25,15,9,9,15,25,3
5_1_19.topo,3,18,15,10,10,15,18,3
5_1_2.topo,6,28,76,28,28,76,28,6
5_1_20.topo,2,56,12,24,24,12,56,2
5_1_21.topo,2,18,6,6,6,6,18,2
5_1_23.topo,3,9,15,5,5,15,9,3
5_1_24.topo,2,28,12,12,12,12,28,2
5_1_25.topo,3,30,15,30,30,15,30,3
5_1_26.topo,3,18,10,15,15,10,18,3
5_1_27.topo,2,30,6,18,18,6,30,2
5_1_28.topo,3,15,15,15,15,15,15,3
5_1_29.topo,6,28,19,28,28,19,28,6
5_1_3.topo,3,25,30,18,18,30,25,3
5_1_30.topo,3,30,5,18,18,5,30,3
5_1_31.topo,3,15,5,9,9,5,15,3
5_1_33.topo,6,14,19,14,14,19,14,6
5_1_34.topo,3,15,5,9,9,5,15,3
5_1_35.topo,6,56,19,56,56,19,56,6
5_1_36.topo,3,30,5,18,18,5,30,3
5_1_37.topo,2,18,2,18,18,2,18,2
5_1_38.topo,3,6,6,15,15,6,6,3
5_1_39.topo,3,3,10,18,18,10,3,3
5_1_4.topo,3,10,30,9,9,30,10,3
5_1_40.topo,6,12,4,28,28,4,12,6
5_1_41.topo,3,2,6,9,9,6,2,3
5_1_42.topo,2,9,15,30,30,15,9,2
5_1_43.topo,3,18,6,25,25,6,18,3
5_1_44.topo,2,12,12,28,28,12,12,2
5_1_45.topo,3,9,10,30,30,10,9,3
5_1_46.topo,2,3,15,18,18,15,3,2
5_1_47.topo,3,6,6,15,15,6,6,3
5_1_48.topo,3,3,6,30,30,6,3,3
5_1_5.topo,2,18,18,10,10,18,18,2
5_1_51.topo,6,6,4,56,56,4,6,6
5_1_52.topo,3,1,6,18,18,6,1,3
5_1_54.topo,3,9,6,50,50,6,9,3
5_1_55.topo,2,6,12,56,56,12,6,2
5_1_57.topo,3,3,6,30,30,6,3,3
5_1_58.topo,3,6,5,18,18,5,6,3
5_1_59.topo,6,24,2,28,28,2,24,6
5_1_6.topo,2,28,24,24,24,24,28,2
5_1_60.topo,3,6,2,9,9,2,6,3
5_1_62.topo,3,3,5,9,9,5,3,3
5_1_63.topo,6,12,2,14,14,2,12,6
5_1_64.topo,3,18,5,30,30,5,18,3
5_1_65.topo,2,9,5,18,18,5,9,2
5_1_66.topo,3,18,2,15,15,2,18,3
5_1_67.topo,3,9,5,15,15,5,9,3
5_1_68.topo,6,12,2,56,56,2,12,6
5_1_69.topo,3,3,2,18,18,2,3,3
5_1_7.topo,2,6,18,6,6,18,6,2
5_1_71.topo,6,6,2,28,28,2,6,6
5_1_72.topo,3,9,2,30,30,2,9,3
5_1_73.topo,3,3,6,30,30,6,3,3
5_1_74.topo,3,3,3,15,15,3,3,3
5_1_75.topo,2,1,9,18,18,9,1,2
5_1_76.topo,3,3,3,15,15,3,3,3
5_1_77.topo,3,3,6,6,6,6,3,3
5_1_78.topo,2,9,9,10,10,9,9,2
5_1_79.topo,2,6,28,24,24,28,6,2
5_1_8.topo,2,30,18,30,30,18,30,2
5_1_80.topo,3,9,6,10,10,6,9,3
5_1_81.topo,2,3,9,6,6,9,3,2
5_1_82.topo,3,3,3,15,15,3,3,3
5_1_83.topo,3,1,6,18,18,6,1,3
5_1_84.topo,6,6,2,28,28,2,6,6
5_1_85.topo,3,1,3,9,9,3,1,3
5_1_86.topo,2,3,9,30,30,9,3,2
5_1_87.topo,3,9,3,25,25,3,9,3
5_1_88.topo,2,6,6,28,28,6,6,2
5_1_89.topo,3,6,3,6,6,3,6,3
5_1_9.topo,3,30,15,6,6,15,30,3
5_1_92.topo,3,3,3,3,3,3,3,3
5_1_93.topo,2,12,14,24,24,14,12,2
5_1_94.topo,3,18,3,10,10,3,18,3
5_1_95.topo,2,9,3,6,6,3,9,2
5_1_97.topo,2,6,14,12,12,14,6,2
5_1_98.topo,3,9,3,5,5,3,9,3
5_1_99.topo,3,2,3,18,18,3,2,3
5_2_0.topo,9,5,10,18,18,10,5,9
5_2_1.topo,6,15,15,30,30,15,15,6
5_2_10.topo,6,18,6,50,50,6,18,6
5_2_101.topo,9,15,25,15,15,25,15,9
5_2_102.topo,12,38,28,28,28,28,38,12
5_2_103.topo,6,15,30,15,15,30,15,6
5_2_104.topo,9,6,30,5,5,30,6,9
5_2_105.topo,6,10,18,6,6,18,10,6
5_2_106.topo,5,25,9,9,9,9,25,5
5_2_107.topo,14,38,28,6,6,28,38,14
5_2_108.topo,5,30,6,9,9,6,30,5
5_2_109.topo,5,15,9,3,3,9,15,5
5_2_11.topo,4,12,12,56,56,12,12,4
5_2_111.topo,5,50,9,18,18,9,50,5
5_2_113.topo,6,50,30,18,18,30,50,6
5_2_114.topo,4,56,24,24,24,24,56,4
5_2_115.topo,12,56,38,56,56,38,56,12
5_2_116.topo,9,50,15,30,30,15,50,9
5_2_117.topo,6,30,10,18,18,10,30,6
5_2_118.topo,12,28,38,28,28,38,28,12
5_2_12.topo,9,9,10,50,50,10,9,9
5_2_120.topo,9,10,15,6,6,15,10,9
5_2_121.topo,6,9,10,15,15,10,9,6
5_2_122.topo,9,3,15,5,5,15,3,9
5_2_123.topo,6,6,6,6,6,6,6,6
5_2_124.topo,6,3,3,30,30,3,3,6
5_2_125.topo,9,1,6,30,30,6,1,9
5_2_126.topo,12,6,2,56,56,2,6,12
5_2_127.topo,6,1,3,18,18,3,1,6
5_2_128.topo,6,3,9,50,50,9,3,6
5_2_129.topo,4,6,6,56,56,6,6,4
5_2_13.topo,6,3,15,30,30,15,3,6
5_2_130.topo,6,6,3,15,15,3,6,6
5_2_131.topo,5,18,15,30,30,15,18,5
5_2_132.topo,14,56,12,38,38,12,56,14
5_2_133.topo,5,18,6,15,15,6,18,5
5_2_134.topo,6,9,10,15,15,10,9,6
5_2_135.topo,6,3,15,6,6,15,3,6
5_2_136.topo,9,6,6,5,5,6,6,9
5_2_137.topo,12,6,4,28,28,4,6,12
5_2_138.topo,9,1,6,6,6,6,1,9
5_2_14.topo,6,6,6,30,30,6,6,6
5_2_140.topo,6,18,10,30,30,10,18,6
5_2_141.topo,9,15,6,50,50,6,15,9
5_2_142.topo,12,12,4,56,56,4,12,12
5_2_143.topo,5,6,15,18,18,15,6,5
5_2_145.topo,14,2,12,24,24,12,2,14
5_2_146.topo,5,6,6,9,9,6,6,5
5_2_147.topo,14,2,12,6,6,12,2,14
5_2_149.topo,6,6,3,15,15,3,6,6
5_2_15.topo,9,10,5,18,18,5,10,9
5_2_150.topo,9,9,1,5,5,1,9,9
5_2_151.topo,6,3,3,6,6,3,3,6
5_2_152.topo,5,1,9,9,9,9,1,5
5_2_153.topo,5,1,18,18,18,18,1,5
5_2_154.topo,6,15,30,3,3,30,15,6
5_2_155.topo,5,9,18,10,10,18,9,5
5_2_156.topo,5,18,18,25,25,18,18,5
5_2_157.topo,6,30,30,30,30,30,30,6
5_2_158.topo,6,6,30,6,6,30,6,6
5_2_159.topo,9,50,25,18,18,25,50,9
5_2_161.topo,9,25,25,9,9,25,25,9
5_2_162.topo,12,28,76,14,14,76,28,12
5_2_163.topo,6,25,30,9,9,30,25,6
5_2_164.topo,9,10,30,3,3,30,10,9
5_2_165.topo,9,15,25,3,3,25,15,9
5_2_166.topo,6,9,30,5,5,30,9,6
5_2_167.topo,4,28,24,12,12,24,28,4
5_2_168.topo,6,6,18,2,2,18,6,6
5_2_169.topo,12,12,28,2,2,28,12,12
5_2_170.topo,6,18,10,6,6,10,18,6
5_2_171.topo,9,9,25,5,5,25,9,9
5_2_173.topo,9,18,25,10,10,25,18,9
5_2_175.topo,12,14,38,14,14,38,14,12
5_2_176.topo,6,15,10,9,9,10,15,6
5_2_177.topo,9,5,15,3,3,15,5,9
5_2_178.topo,6,3,25,18,18,25,3,6
5_2_179.topo,9,6,10,15,15,10,6,9
5_2_18.topo,9,5,5,9,9,5,5,9
5_2_180.topo,12,2,28,12,12,28,2,12
5_2_181.topo,6,5,9,6,6,9,5,6
5_2_182.topo,5,2,18,9,9,18,2,5
5_2_183.topo,9,1,10,18,18,10,1,9
5_2_186.topo,6,2,3,9,9,3,2,6
5_2_188.topo,4,12,6,28,28,6,12,4
5_2_19.topo,12,28,19,56,56,19,28,12
5_2_190.topo,6,3,10,9,9,10,3,6
5_2_191.topo,12,12,4,14,14,4,12,12
5_2_192.topo,9,2,6,3,3,6,2,9
5_2_193.topo,5,3,15,9,9,15,3,5
5_2_194.topo,14,1,12,12,12,12,1,14
5_2_195.topo,5,3,6,18,18,6,3,5
5_2_196.topo,6,3,3,6,6,3,3,6
5_2_197.topo,9,9,1,5,5,1,9,9
5_2_198.topo,9,10,50,9,9,50,10,9
5_2_199.topo,9,2,10,9,9,10,2,9
5_2_2.topo,12,14,38,56,56,38,14,12
5_2_20.topo,9,30,5,30,30,5,30,9
5_2_200.topo,5,3,30,18,18,30,3,5
5_2_201.topo,14,1,24,24,24,24,1,14
5_2_202.topo,4,12,14,12,12,14,12,4
5_2_203.topo,6,18,3,5,5,3,18,6
5_2_204.topo,6,9,3,2,2,3,9,6
5_2_205.topo,12,12,1,14,14,1,12,12
5_2_206.topo,9,3,1,3,3,1,3,9
5_2_207.topo,9,15,1,15,15,1,15,9
5_2_208.topo,9,2,1,18,18,1,2,9
5_2_21.topo,6,15,5,18,18,5,15,6
5_2_210.topo,9,1,1,9,9,1,1,9
5_2_211.topo,12,14,6,2,2,6,14,12
5_2_212.topo,6,9,1,6,6,1,9,6
5_2_213.topo,9,3,1,3,3,1,3,9
5_2_214.topo,5,3,9,3,3,9,3,5
5_2_215.topo,14,1,6,6,6,6,1,14
5_2_23.topo,12,14,19,28,28,19,14,12
5_2_24.topo,9,15,5,15,15,5,15,9
5_2_25.topo,9,6,5,30,30,5,6,9
5_2_26.topo,12,24,2,56,56,2,24,12
5_2_27.topo,6,6,2,18,18,2,6,6
5_2_29.topo,9,3,5,15,15,5,3,9
5_2_3.topo,9,15,10,30,30,10,15,9
5_2_30.topo,12,12,2,28,28,2,12,12
5_2_31.topo,9,18,5,50,50,5,18,9
5_2_32.topo,6,9,5,30,30,5,9,6
5_2_33.topo,6,18,2,30,30,2,18,6
5_2_34.topo,9,9,5,25,25,5,9,9
5_2_35.topo,14,12,14,38,38,14,12,14
5_2_36.topo,5,18,3,30,30,3,18,5
5_2_37.topo,5,9,3,15,15,3,9,5
5_2_39.topo,14,6,14,19,19,14,6,14
5_2_4.topo,6,5,15,18,18,15,5,6
5_2_40.topo,5,9,3,15,15,3,9,5
5_2_41.topo,14,24,14,76,76,14,24,14
5_2_43.topo,5,18,3,30,30,3,18,5
5_2_44.topo,14,12,14,38,38,14,12,14
5_2_45.topo,9,30,15,50,50,15,30,9
5_2_46.topo,6,18,10,30,30,10,18,6
5_2_47.topo,6,30,6,30,30,6,30,6
5_2_48.topo,9,15,15,25,25,15,15,9
5_2_49.topo,9,6,15,10,10,15,6,9
5_2_5.topo,6,6,6,30,30,6,6,6
5_2_50.topo,9,10,2,9,9,2,10,9
5_2_51.topo,6,6,5,9,9,5,6,6
5_2_52.topo,12,24,2,14,14,2,24,12
5_2_53.topo,9,6,2,3,3,2,6,9
5_2_54.topo,6,15,5,18,18,5,15,6
5_2_55.topo,9,30,2,15,15,2,30,9
5_2_56.topo,12,28,2,12,12,2,28,12
5_2_57.topo,9,18,2,5,5,2,18,9
5_2_6.topo,9,3,10,30,30,10,3,9
5_2_60.topo,9,2,3,30,30,3,2,9
5_2_61.topo,12,12,1,56,56,1,12,12
5_2_62.topo,6,3,1,18,18,1,3,6
5_2_64.topo,9,1,3,15,15,3,1,9
5_2_65.topo,12,6,1,28,28,1,6,12
5_2_66.topo,9,6,3,50,50,3,6,9
5_2_67.topo,6,3,3,30,30,3,3,6
5_2_68.topo,6,9,1,30,30,1,9,6
5_2_69.topo,9,3,3,25,25,3,3,9
5_2_7.topo,12,12,4,56,56,4,12,12
5_2_70.topo,14,28,12,76,76,12,28,14
5_2_71.topo,5,9,6,30,30,6,9,5
5_2_73.topo,9,3,6,10,10,6,3,9
5_2_74.topo,9,15,3,5,5,3,15,9
5_2_75.topo,6,18,1,15,15,1,18,6
5_2_76.topo,12,12,1,14,14,1,12,12
5_2_77.topo,6,15,3,6,6,3,15,6
5_2_78.topo,9,5,3,3,3,3,5,9
5_2_79.topo,6,6,1,9,9,1,6,6
5_2_8.topo,6,2,6,18,18,6,2,6
5_2_80.topo,9,30,3,10,10,3,30,9
5_2_82.topo,12,24,1,28,28,1,24,12
5_2_83.topo,9,30,6,25,25,6,30,9
5_2_84.topo,12,24,4,28,28,4,24,12
5_2_86.topo,14,4,12,12,12,12,4,14
5_2_87.topo,5,18,9,10,10,9,18,5
5_2_9.topo,6,9,15,50,50,15,9,6
5_2_90.topo,5,9,9,5,5,9,9,5
5_2_91.topo,14,24,28,38,38,28,24,14
