f0,f1,f2,f3,n_params
5,0,5,6,2744
5,0,5,7,1176
5,0,6,0,38416
5,0,6,1,16464
5,0,6,2,16464
5,0,6,3,2744
5,0,6,4,52136
5,0,6,5,38416
5,0,6,6,38416
5,0,6,7,16464
5,0,7,0,16464
5,0,7,1,7056
5,0,7,2,7056
5,0,7,3,1176
5,0,7,4,22344
5,0,7,5,16464
5,0,7,6,16464
5,0,7,7,7056
5,1,0,0,52136
5,1,0,1,22344
5,1,0,2,22344
5,1,0,3,3724
5,1,0,4,70756
5,1,0,5,52136
5,1,0,6,52136
5,1,0,7,22344
5,1,1,0,22344
5,1,1,1,9576
5,1,1,2,9576
5,1,1,3,1596
5,1,1,4,30324
5,1,1,5,22344
5,1,1,6,22344
5,1,1,7,9576
5,1,2,0,70756
5,1,2,1,30324
5,1,2,2,30324
5,1,2,3,5054
5,1,2,4,96026
5,1,2,5,70756
5,1,2,6,70756
5,1,2,7,30324
5,1,3,0,52136
5,1,3,1,22344
5,1,3,2,22344
5,1,3,3,3724
5,1,3,4,70756
5,1,3,5,52136
5,1,3,6,52136
5,1,3,7,22344
5,1,4,0,22344
5,1,4,1,9576
5,1,4,2,9576
5,1,4,3,1596
5,1,4,4,30324
5,1,4,5,22344
5,1,4,6,22344
5,1,4,7,9576
5,1,5,0,3724
5,1,5,1,1596
5,1,5,2,1596
5,1,5,3,266
5,1,5,4,5054
5,1,5,5,3724
5,1,5,6,3724
5,1,5,7,1596
5,1,6,0,52136
5,1,6,1,22344
5,1,6,2,22344
5,1,6,3,3724
5,1,6,4,70756
5,1,6,5,52136
5,1,6,6,52136
5,1,6,7,22344
5,1,7,0,22344
5,1,7,1,9576
5,1,7,2,9576
5,1,7,3,1596
5,1,7,4,30324
5,1,7,5,22344
5,1,7,6,22344
5,1,7,7,9576
5,2,0,0,16464
5,2,0,1,7056
5,2,0,2,7056
5,2,0,3,1176
5,2,0,4,22344
5,2,0,5,16464
5,2,0,6,16464
5,2,0,7,7056
5,2,1,0,7056
5,2,1,1,3024
5,2,1,2,3024
5,2,1,3,504
5,2,1,4,9576
5,2,1,5,7056
5,2,1,6,7056
5,2,1,7,3024
5,2,2,0,22344
5,2,2,1,9576
5,2,2,2,9576
5,2,2,3,1596
5,2,2,4,30324
5,2,2,5,22344
5,2,2,6,22344
5,2,2,7,9576
5,2,3,0,16464
5,2,3,1,7056
5,2,3,2,7056
5,2,3,3,1176
5,2,3,4,22344
5,2,3,5,16464
5,2,3,6,16464
5,2,3,7,7056
5,2,4,0,7056
5,2,4,1,3024
5,2,4,2,3024
5,2,4,3,504
5,2,4,4,9576
5,2,4,5,7056
5,2,4,6,7056
5,2,4,7,3024
5,2,5,0,1176
5,2,5,1,504
5,2,5,2,504
5,2,5,3,84
5,2,5,4,1596
5,2,5,5,1176
5,2,5,6,1176
5,2,5,7,504
5,2,6,0,16464
5,2,6,1,7056
5,2,6,2,7056
5,2,6,3,1176
5,2,6,4,22344
5,2,6,5,16464
5,2,6,6,16464
5,2,6,7,7056
5,2,7,0,7056
5,2,7,1,3024
5,2,7,2,3024
5,2,7,3,504
5,2,7,4,9576
5,2,7,5,7056
5,2,7,6,7056
5,2,7,7,3024
5,3,0,0,38416
5,3,0,1,16464
5,3,0,2,16464
5,3,0,3,2744
5,3,0,4,52136
5,3,0,5,38416
5,3,0,6,38416
5,3,0,7,16464
5,3,1,0,16464
5,3,1,1,7056
5,3,1,2,7056
5,3,1,3,1176
5,3,1,4,22344
5,3,1,5,16464
5,3,1,6,16464
5,3,1,7,7056
5,3,2,0,52136
5,3,2,1,22344
5,3,2,2,22344
5,3,2,3,3724
5,3,2,4,70756
5,3,2,5,52136
5,3,2,6,52136
5,3,2,7,22344
5,3,3,0,38416
5,3,3,1,16464
5,3,3,2,16464
5,3,3,3,2744
5,3,3,4,52136
5,3,3,5,38416
5,3,3,6,38416
5,3,3,7,16464
5,3,4,0,16464
5,3,4,1,7056
5,3,4,2,7056
5,3,4,3,1176
5,3,4,4,22344
5,3,4,5,16464
5,3,4,6,16464
5,3,4,7,7056
5,3,5,0,2744
5,3,5,1,1176
5,3,5,2,1176
5,3,5,3,196
5,3,5,4,3724
5,3,5,5,2744
5,3,5,6,2744
5,3,5,7,1176
5,3,6,0,38416
5,3,6,1,16464
5,3,6,2,16464
5,3,6,3,2744
5,3,6,4,52136
5,3,6,5,38416
5,3,6,6,38416
5,3,6,7,16464
5,3,7,0,16464
5,3,7,1,7056
5,3,7,2,7056
5,3,7,3,1176
5,3,7,4,22344
5,3,7,5,16464
5,3,7,6,16464
5,3,7,7,7056
5,4,0,0,16464
5,4,0,1,7056
5,4,0,2,7056
5,4,0,3,1176
5,4,0,4,22344
5,4,0,5,16464
5,4,0,6,16464
5,4,0,7,7056
5,4,1,0,7056
5,4,1,1,3024
5,4,1,2,3024
5,4,1,3,504
5,4,1,4,9576
5,4,1,5,7056
5,4,1,6,7056
5,4,1,7,3024
5,4,2,0,22344
5,4,2,1,9576
5,4,2,2,9576
5,4,2,3,1596
5,4,2,4,30324
5,4,2,5,22344
5,4,2,6,22344
5,4,2,7,9576
5,4,3,0,16464
5,4,3,1,7056
5,4,3,2,7056
5,4,3,3,1176
5,4,3,4,22344
5,4,3,5,16464
5,4,3,6,16464
5,4,3,7,7056
5,4,4,0,7056
5,4,4,1,3024
5,4,4,2,3024
5,4,4,3,504
5,4,4,4,9576
5,4,4,5,7056
5,4,4,6,7056
5,4,4,7,3024
5,4,5,0,1176
5,4,5,1,504
5,4,5,2,504
5,4,5,3,84
5,4,5,4,1596
5,4,5,5,1176
5,4,5,6,1176
5,4,5,7,504
5,4,6,0,16464
5,4,6,1,7056
5,4,6,2,7056
5,4,6,3,1176
5,4,6,4,22344
5,4,6,5,16464
5,4,6,6,16464
5,4,6,7,7056
5,4,7,0,7056
5,4,7,1,3024
5,4,7,2,3024
5,4,7,3,504
5,4,7,4,9576
5,4,7,5,7056
5,4,7,6,7056
5,4,7,7,3024
5,5,0,0,38416
5,5,0,1,16464
5,5,0,2,16464
5,5,0,3,2744
5,5,0,4,52136
5,5,0,5,38416
5,5,0,6,38416
5,5,0,7,16464
5,5,1,0,16464
5,5,1,1,7056
5,5,1,2,7056
5,5,1,3,1176
5,5,1,4,22344
5,5,1,5,16464
5,5,1,6,16464
5,5,1,7,7056
5,5,2,0,52136
5,5,2,1,22344
5,5,2,2,22344
5,5,2,3,3724
5,5,2,4,70756
5,5,2,5,52136
5,5,2,6,52136
5,5,2,7,22344
5,5,3,0,38416
5,5,3,1,16464
5,5,3,2,16464
5,5,3,3,2744
5,5,3,4,52136
5,5,3,5,38416
5,5,3,6,38416
5,5,3,7,16464
5,5,4,0,16464
5,5,4,1,7056
5,5,4,2,7056
5,5,4,3,1176
5,5,4,4,22344
5,5,4,5,16464
5,5,4,6,16464
5,5,4,7,7056
5,5,5,0,2744
5,5,5,1,1176
5,5,5,2,1176
5,5,5,3,196
5,5,5,4,3724
5,5,5,5,2744
5,5,5,6,2744
5,5,5,7,1176
5,5,6,0,38416
5,5,6,1,16464
5,5,6,2,16464
5,5,6,3,2744
5,5,6,4,52136
5,5,6,5,38416
5,5,6,6,38416
5,5,6,7,16464
5,5,7,0,16464
5,5,7,1,7056
5,5,7,2,7056
5,5,7,3,1176
5,5,7,4,22344
5,5,7,5,16464
5,5,7,6,16464
5,5,7,7,7056
5,6,0,0,2744
5,6,0,1,1176
5,6,0,2,1176
5,6,0,3,196
5,6,0,4,3724
5,6,0,5,2744
5,6,0,6,2744
5,6,0,7,1176
5,6,1,0,1176
5,6,1,1,504
5,6,1,2,504
5,6,1,3,84
5,6,1,4,1596
5,6,1,5,1176
5,6,1,6,1176
5,6,1,7,504
5,6,2,0,3724
5,6,2,1,1596
5,6,2,2,1596
5,6,2,3,266
5,6,2,4,5054
5,6,2,5,3724
5,6,2,6,3724
5,6,2,7,1596
5,6,3,0,2744
5,6,3,1,1176
5,6,3,2,1176
5,6,3,3,196
5,6,3,4,3724
5,6,3,5,2744
5,6,3,6,2744
5,6,3,7,1176
5,6,4,0,1176
5,6,4,1,504
5,6,4,2,504
5,6,4,3,84
5,6,4,4,1596
5,6,4,5,1176
5,6,4,6,1176
5,6,4,7,504
5,6,5,0,196
5,6,5,1,84
5,6,5,2,84
5,6,5,3,14
5,6,5,4,266
5,6,5,5,196
5,6,5,6,196
5,6,5,7,84
5,6,6,0,2744
5,6,6,1,1176
5,6,6,2,1176
5,6,6,3,196
5,6,6,4,3724
5,6,6,5,2744
5,6,6,6,2744
5,6,6,7,1176
5,6,7,0,1176
5,6,7,1,504
5,6,7,2,504
5,6,7,3,84
5,6,7,4,1596
5,6,7,5,1176
5,6,7,6,1176
5,6,7,7,504
5,7,0,0,16464
5,7,0,1,7056
5,7,0,2,7056
5,7,0,3,1176
5,7,0,4,22344
5,7,0,5,16464
5,7,0,6,16464
5,7,0,7,7056
5,7,1,0,7056
5,7,1,1,3024
5,7,1,2,3024
5,7,1,3,504
5,7,1,4,9576
5,7,1,5,7056
5,7,1,6,7056
5,7,1,7,3024
5,7,2,0,22344
5,7,2,1,9576
5,7,2,2,9576
5,7,2,3,1596
5,7,2,4,30324
5,7,2,5,22344
5,7,2,6,22344
5,7,2,7,9576
5,7,3,0,16464
5,7,3,1,7056
5,7,3,2,7056
5,7,3,3,1176
5,7,3,4,22344
5,7,3,5,16464
5,7,3,6,16464
5,7,3,7,7056
5,7,4,0,7056
5,7,4,1,3024
5,7,4,2,3024
5,7,4,3,504
5,7,4,4,9576
5,7,4,5,7056
5,7,4,6,7056
5,7,4,7,3024
5,7,5,0,1176
5,7,5,1,504
5,7,5,2,504
5,7,5,3,84
5,7,5,4,1596
5,7,5,5,1176
5,7,5,6,1176
5,7,5,7,504
5,7,6,0,16464
5,7,6,1,7056
5,7,6,2,7056
5,7,6,3,1176
5,7,6,4,22344
5,7,6,5,16464
5,7,6,6,16464
5,7,6,7,7056
5,7,7,0,7056
5,7,7,1,3024
5,7,7,2,3024
5,7,7,3,504
5,7,7,4,9576
5,7,7,5,7056
5,7,7,6,7056
5,7,7,7,3024
6,0,0,0,38416
6,0,0,1,16464
6,0,0,2,16464
6,0,0,3,2744
6,0,0,4,52136
6,0,0,5,38416
6,0,0,6,38416
6,0,0,7,16464
6,0,1,0,16464
6,0,1,1,7056
6,0,1,2,7056
6,0,1,3,1176
6,0,1,4,22344
6,0,1,5,16464
6,0,1,6,16464
6,0,1,7,7056
6,0,2,0,52136
6,0,2,1,22344
6,0,2,2,22344
6,0,2,3,3724
6,0,2,4,70756
6,0,2,5,52136
6,0,2,6,52136
6,0,2,7,22344
6,0,3,0,38416
6,0,3,1,16464
6,0,3,2,16464
6,0,3,3,2744
6,0,3,4,52136
6,0,3,5,38416
6,0,3,6,38416
6,0,3,7,16464
6,0,4,0,16464
6,0,4,1,7056
6,0,4,2,7056
6,0,4,3,1176
6,0,4,4,22344
6,0,4,5,16464
6,0,4,6,16464
6,0,4,7,7056
6,0,5,0,2744
6,0,5,1,1176
6,0,5,2,1176
6,0,5,3,196
6,0,5,4,3724
6,0,5,5,2744
6,0,5,6,2744
6,0,5,7,1176
6,0,6,0,38416
6,0,6,1,16464
6,0,6,2,16464
6,0,6,3,2744
6,0,6,4,52136
6,0,6,5,38416
6,0,6,6,38416
6,0,6,7,16464
6,0,7,0,16464
6,0,7,1,7056
6,0,7,2,7056
6,0,7,3,1176
6,0,7,4,22344
6,0,7,5,16464
6,0,7,6,16464
6,0,7,7,7056
6,1,0,0,52136
6,1,0,1,22344
6,1,0,2,22344
6,1,0,3,3724
6,1,0,4,70756
6,1,0,5,52136
6,1,0,6,52136
6,1,0,7,22344
6,1,1,0,22344
6,1,1,1,9576
6,1,1,2,9576
6,1,1,3,1596
6,1,1,4,30324
6,1,1,5,22344
6,1,1,6,22344
6,1,1,7,9576
6,1,2,0,70756
6,1,2,1,30324
6,1,2,2,30324
6,1,2,3,5054
6,1,2,4,96026
6,1,2,5,70756
6,1,2,6,70756
6,1,2,7,30324
6,1,3,0,52136
6,1,3,1,22344
6,1,3,2,22344
6,1,3,3,3724
6,1,3,4,70756
6,1,3,5,52136
6,1,3,6,52136
6,1,3,7,22344
6,1,4,0,22344
6,1,4,1,9576
6,1,4,2,9576
6,1,4,3,1596
6,1,4,4,30324
6,1,4,5,22344
6,1,4,6,22344
6,1,4,7,9576
6,1,5,0,3724
6,1,5,1,1596
6,1,5,2,1596
6,1,5,3,266
6,1,5,4,5054
6,1,5,5,3724
6,1,5,6,3724
6,1,5,7,1596
6,1,6,0,52136
6,1,6,1,22344
6,1,6,2,22344
6,1,6,3,3724
6,1,6,4,70756
6,1,6,5,52136
6,1,6,6,52136
6,1,6,7,22344
6,1,7,0,22344
6,1,7,1,9576
6,1,7,2,9576
6,1,7,3,1596
6,1,7,4,30324
6,1,7,5,22344
6,1,7,6,22344
6,1,7,7,9576
6,2,0,0,16464
6,2,0,1,7056
6,2,0,2,7056
6,2,0,3,1176
6,2,0,4,22344
6,2,0,5,16464
6,2,0,6,16464
6,2,0,7,7056
6,2,1,0,7056
6,2,1,1,3024
6,2,1,2,3024
6,2,1,3,504
6,2,1,4,9576
6,2,1,5,7056
6,2,1,6,7056
6,2,1,7,3024
6,2,2,0,22344
6,2,2,1,9576
6,2,2,2,9576
6,2,2,3,1596
6,2,2,4,30324
6,2,2,5,22344
6,2,2,6,22344
6,2,2,7,9576
6,2,3,0,16464
6,2,3,1,7056
6,2,3,2,7056
6,2,3,3,1176
6,2,3,4,22344
6,2,3,5,16464
6,2,3,6,16464
6,2,3,7,7056
6,2,4,0,7056
6,2,4,1,3024
6,2,4,2,3024
6,2,4,3,504
6,2,4,4,9576
6,2,4,5,7056
6,2,4,6,7056
6,2,4,7,3024
6,2,5,0,1176
6,2,5,1,504
6,2,5,2,504
6,2,5,3,84
6,2,5,4,1596
6,2,5,5,1176
6,2,5,6,1176
6,2,5,7,504
6,2,6,0,16464
6,2,6,1,7056
6,2,6,2,7056
6,2,6,3,1176
6,2,6,4,22344
6,2,6,5,16464
6,2,6,6,16464
6,2,6,7,7056
6,2,7,0,7056
6,2,7,1,3024
6,2,7,2,3024
6,2,7,3,504
6,2,7,4,9576
6,2,7,5,7056
6,2,7,6,7056
6,2,7,7,3024
6,3,0,0,38416
6,3,0,1,16464
6,3,0,2,16464
6,3,0,3,2744
6,3,0,4,52136
6,3,0,5,38416
6,3,0,6,38416
6,3,0,7,16464
6,3,1,0,16464
6,3,1,1,7056
6,3,1,2,7056
6,3,1,3,1176
6,3,1,4,22344
6,3,1,5,16464
6,3,1,6,16464
6,3,1,7,7056
6,3,2,0,52136
6,3,2,1,22344
6,3,2,2,22344
6,3,2,3,3724
6,3,2,4,70756
6,3,2,5,52136
6,3,2,6,52136
6,3,2,7,22344
6,3,3,0,38416
6,3,3,1,16464
6,3,3,2,16464
6,3,3,3,2744
6,3,3,4,52136
6,3,3,5,38416
6,3,3,6,38416
6,3,3,7,16464
6,3,4,0,16464
6,3,4,1,7056
6,3,4,2,7056
6,3,4,3,1176
6,3,4,4,22344
6,3,4,5,16464
6,3,4,6,16464
6,3,4,7,7056
6,3,5,0,2744
6,3,5,1,1176
6,3,5,2,1176
6,3,5,3,196
6,3,5,4,3724
6,3,5,5,2744
6,3,5,6,2744
6,3,5,7,1176
6,3,6,0,38416
6,3,6,1,16464
6,3,6,2,16464
6,3,6,3,2744
6,3,6,4,52136
6,3,6,5,38416
6,3,6,6,38416
6,3,6,7,16464
6,3,7,0,16464
6,3,7,1,7056
6,3,7,2,7056
6,3,7,3,1176
6,3,7,4,22344
6,3,7,5,16464
6,3,7,6,16464
6,3,7,7,7056
6,4,0,0,16464
6,4,0,1,7056
6,4,0,2,7056
6,4,0,3,1176
6,4,0,4,22344
6,4,0,5,16464
6,4,0,6,16464
6,4,0,7,7056
6,4,1,0,7056
6,4,1,1,3024
6,4,1,2,3024
6,4,1,3,504
6,4,1,4,9576
6,4,1,5,7056
6,4,1,6,7056
6,4,1,7,3024
6,4,2,0,22344
6,4,2,1,9576
6,4,2,2,9576
6,4,2,3,1596
6,4,2,4,30324
6,4,2,5,22344
6,4,2,6,22344
6,4,2,7,9576
6,4,3,0,16464
6,4,3,1,7056
6,4,3,2,7056
6,4,3,3,1176
6,4,3,4,22344
6,4,3,5,16464
6,4,3,6,16464
6,4,3,7,7056
6,4,4,0,7056
6,4,4,1,3024
6,4,4,2,3024
6,4,4,3,504
6,4,4,4,9576
6,4,4,5,7056
6,4,4,6,7056
6,4,4,7,3024
6,4,5,0,1176
6,4,5,1,504
6,4,5,2,504
6,4,5,3,84
6,4,5,4,1596
6,4,5,5,1176
6,4,5,6,1176
6,4,5,7,504
6,4,6,0,16464
6,4,6,1,7056
6,4,6,2,7056
6,4,6,3,1176
6,4,6,4,22344
6,4,6,5,16464
6,4,6,6,16464
6,4,6,7,7056
6,4,7,0,7056
6,4,7,1,3024
6,4,7,2,3024
6,4,7,3,504
6,4,7,4,9576
6,4,7,5,7056
6,4,7,6,7056
6,4,7,7,3024
6,5,0,0,38416
6,5,0,1,16464
6,5,0,2,16464
6,5,0,3,2744
6,5,0,4,52136
6,5,0,5,38416
6,5,0,6,38416
6,5,0,7,16464
6,5,1,0,16464
6,5,1,1,7056
6,5,1,2,7056
6,5,1,3,1176
6,5,1,4,22344
6,5,1,5,16464
6,5,1,6,16464
6,5,1,7,7056
6,5,2,0,52136
6,5,2,1,22344
6,5,2,2,22344
6,5,2,3,3724
6,5,2,4,70756
6,5,2,5,52136
6,5,2,6,52136
6,5,2,7,22344
6,5,3,0,38416
6,5,3,1,16464
6,5,3,2,16464
6,5,3,3,2744
6,5,3,4,52136
6,5,3,5,38416
6,5,3,6,38416
6,5,3,7,16464
6,5,4,0,16464
6,5,4,1,7056
6,5,4,2,7056
6,5,4,3,1176
6,5,4,4,22344
6,5,4,5,16464
6,5,4,6,16464
6,5,4,7,7056
6,5,5,0,2744
6,5,5,1,1176
6,5,5,2,1176
6,5,5,3,196
6,5,5,4,3724
6,5,5,5,2744
6,5,5,6,2744
6,5,5,7,1176
6,5,6,0,38416
6,5,6,1,16464
6,5,6,2,16464
6,5,6,3,2744
6,5,6,4,52136
6,5,6,5,38416
6,5,6,6,38416
6,5,6,7,16464
6,5,7,0,16464
6,5,7,1,7056
6,5,7,2,7056
6,5,7,3,1176
6,5,7,4,22344
6,5,7,5,16464
6,5,7,6,16464
6,5,7,7,7056
6,6,0,0,2744
6,6,0,1,1176
6,6,0,2,1176
6,6,0,3,196
6,6,0,4,3724
6,6,0,5,2744
6,6,0,6,2744
6,6,0,7,1176
6,6,1,0,1176
6,6,1,1,504
6,6,1,2,504
6,6,1,3,84
6,6,1,4,1596
6,6,1,5,1176
6,6,1,6,1176
6,6,1,7,504
6,6,2,0,3724
6,6,2,1,1596
6,6,2,2,1596
6,6,2,3,266
6,6,2,4,5054
6,6,2,5,3724
6,6,2,6,3724
6,6,2,7,1596
6,6,3,0,2744
6,6,3,1,1176
6,6,3,2,1176
6,6,3,3,196
6,6,3,4,3724
6,6,3,5,2744
6,6,3,6,2744
6,6,3,7,1176
6,6,4,0,1176
6,6,4,1,504
6,6,4,2,504
6,6,4,3,84
6,6,4,4,1596
6,6,4,5,1176
6,6,4,6,1176
6,6,4,7,504
6,6,5,0,196
6,6,5,1,84
6,6,5,2,84
6,6,5,3,14
6,6,5,4,266
6,6,5,5,196
6,6,5,6,196
6,6,5,7,84
6,6,6,0,2744
6,6,6,1,1176
6,6,6,2,1176
6,6,6,3,196
6,6,6,4,3724
6,6,6,5,2744
6,6,6,6,2744
6,6,6,7,1176
6,6,7,0,1176
6,6,7,1,504
6,6,7,2,504
6,6,7,3,84
6,6,7,4,1596
6,6,7,5,1176
6,6,7,6,1176
6,6,7,7,504
6,7,0,0,16464
6,7,0,1,7056
6,7,0,2,7056
6,7,0,3,1176
6,7,0,4,22344
6,7,0,5,16464
6,7,0,6,16464
6,7,0,7,7056
6,7,1,0,7056
6,7,1,1,3024
6,7,1,2,3024
6,7,1,3,504
6,7,1,4,9576
6,7,1,5,7056
6,7,1,6,7056
6,7,1,7,3024
6,7,2,0,22344
6,7,2,1,9576
6,7,2,2,9576
6,7,2,3,1596
6,7,2,4,30324
6,7,2,5,22344
6,7,2,6,22344
6,7,2,7,9576
6,7,3,0,16464
6,7,3,1,7056
6,7,3,2,7056
6,7,3,3,1176
6,7,3,4,22344
6,7,3,5,16464
6,7,3,6,16464
6,7,3,7,7056
6,7,4,0,7056
6,7,4,1,3024
6,7,4,2,3024
6,7,4,3,504
6,7,4,4,9576
6,7,4,5,7056
6,7,4,6,7056
6,7,4,7,3024
6,7,5,0,1176
6,7,5,1,504
6,7,5,2,504
6,7,5,3,84
6,7,5,4,1596
6,7,5,5,1176
6,7,5,6,1176
6,7,5,7,504
6,7,6,0,16464
6,7,6,1,7056
6,7,6,2,7056
6,7,6,3,1176
6,7,6,4,22344
6,7,6,5,16464
6,7,6,6,16464
6,7,6,7,7056
6,7,7,0,7056
6,7,7,1,3024
6,7,7,2,3024
6,7,7,3,504
6,7,7,4,9576
6,7,7,5,7056
6,7,7,6,7056
6,7,7,7,3024
7,0,0,0,52136
7,0,0,1,22344
7,0,0,2,22344
7,0,0,3,3724
7,0,0,4,70756
7,0,0,5,52136
7,0,0,6,52136
7,0,0,7,22344
7,0,1,0,22344
7,0,1,1,9576
7,0,1,2,9576
7,0,1,3,1596
7,0,1,4,30324
7,0,1,5,22344
7,0,1,6,22344
7,0,1,7,9576
7,0,2,0,70756
7,0,2,1,30324
7,0,2,2,30324
7,0,2,3,5054
7,0,2,4,96026
7,0,2,5,70756
7,0,2,6,70756
7,0,2,7,30324
7,0,3,0,52136
7,0,3,1,22344
7,0,3,2,22344
7,0,3,3,3724
7,0,3,4,70756
7,0,3,5,52136
7,0,3,6,52136
7,0,3,7,22344
7,0,4,0,22344
7,0,4,1,9576
7,0,4,2,9576
7,0,4,3,1596
7,0,4,4,30324
7,0,4,5,22344
7,0,4,6,22344
7,0,4,7,9576
7,0,5,0,3724
7,0,5,1,1596
7,0,5,2,1596
7,0,5,3,266
7,0,5,4,5054
7,0,5,5,3724
7,0,5,6,3724
7,0,5,7,1596
7,0,6,0,52136
7,0,6,1,22344
7,0,6,2,22344
7,0,6,3,3724
7,0,6,4,70756
7,0,6,5,52136
7,0,6,6,52136
7,0,6,7,22344
7,0,7,0,22344
7,0,7,1,9576
7,0,7,2,9576
7,0,7,3,1596
7,0,7,4,30324
7,0,7,5,22344
7,0,7,6,22344
7,0,7,7,9576
7,1,0,0,70756
7,1,0,1,30324
7,1,0,2,30324
7,1,0,3,5054
7,1,0,4,96026
7,1,0,5,70756
7,1,0,6,70756
7,1,0,7,30324
7,1,1,0,30324
7,1,1,1,12996
7,1,1,2,12996
7,1,1,3,2166
7,1,1,4,41154
7,1,1,5,30324
7,1,1,6,30324
7,1,1,7,12996
7,1,2,0,96026
7,1,2,1,41154
7,1,2,2,41154
7,1,2,3,6859
7,1,2,4,130321
7,1,2,5,96026
7,1,2,6,96026
7,1,2,7,41154
7,1,3,0,70756
7,1,3,1,30324
7,1,3,2,30324
7,1,3,3,5054
7,1,3,4,96026
7,1,3,5,70756
7,1,3,6,70756
7,1,3,7,30324
7,1,4,0,30324
7,1,4,1,12996
7,1,4,2,12996
7,1,4,3,2166
7,1,4,4,41154
7,1,4,5,30324
7,1,4,6,30324
7,1,4,7,12996
7,1,5,0,5054
7,1,5,1,2166
7,1,5,2,2166
7,1,5,3,361
7,1,5,4,6859
7,1,5,5,5054
7,1,5,6,5054
7,1,5,7,2166
7,1,6,0,70756
7,1,6,1,30324
7,1,6,2,30324
7,1,6,3,5054
7,1,6,4,96026
7,1,6,5,70756
7,1,6,6,70756
7,1,6,7,30324
7,1,7,0,30324
7,1,7,1,12996
7,1,7,2,12996
7,1,7,3,2166
7,1,7,4,41154
7,1,7,5,30324
7,1,7,6,30324
7,1,7,7,12996
7,2,0,0,22344
7,2,0,1,9576
7,2,0,2,9576
7,2,0,3,1596
7,2,0,4,30324
7,2,0,5,22344
7,2,0,6,22344
7,2,0,7,9576
7,2,1,0,9576
7,2,1,1,4104
7,2,1,2,4104
7,2,1,3,684
7,2,1,4,12996
7,2,1,5,9576
7,2,1,6,9576
7,2,1,7,4104
7,2,2,0,30324
7,2,2,1,12996
7,2,2,2,12996
7,2,2,3,2166
7,2,2,4,41154
7,2,2,5,30324
7,2,2,6,30324
7,2,2,7,12996
7,2,3,0,22344
7,2,3,1,9576
7,2,3,2,9576
7,2,3,3,1596
7,2,3,4,30324
7,2,3,5,22344
7,2,3,6,22344
7,2,3,7,9576
7,2,4,0,9576
7,2,4,1,4104
7,2,4,2,4104
7,2,4,3,684
7,2,4,4,12996
7,2,4,5,9576
7,2,4,6,9576
7,2,4,7,4104
7,2,5,0,1596
7,2,5,1,684
7,2,5,2,684
7,2,5,3,114
7,2,5,4,2166
7,2,5,5,1596
7,2,5,6,1596
7,2,5,7,684
7,2,6,0,22344
7,2,6,1,9576
7,2,6,2,9576
7,2,6,3,1596
7,2,6,4,30324
7,2,6,5,22344
7,2,6,6,22344
7,2,6,7,9576
7,2,7,0,9576
7,2,7,1,4104
7,2,7,2,4104
7,2,7,3,684
7,2,7,4,12996
7,2,7,5,9576
7,2,7,6,9576
7,2,7,7,4104
7,3,0,0,52136
7,3,0,1,22344
7,3,0,2,22344
7,3,0,3,3724
7,3,0,4,70756
7,3,0,5,52136
7,3,0,6,52136
7,3,0,7,22344
7,3,1,0,22344
7,3,1,1,9576
7,3,1,2,9576
7,3,1,3,1596
7,3,1,4,30324
7,3,1,5,22344
7,3,1,6,22344
7,3,1,7,9576
7,3,2,0,70756
7,3,2,1,30324
7,3,2,2,30324
7,3,2,3,5054
7,3,2,4,96026
7,3,2,5,70756
7,3,2,6,70756
7,3,2,7,30324
7,3,3,0,52136
7,3,3,1,22344
7,3,3,2,22344
7,3,3,3,3724
7,3,3,4,70756
7,3,3,5,52136
7,3,3,6,52136
7,3,3,7,22344
7,3,4,0,22344
7,3,4,1,9576
7,3,4,2,9576
7,3,4,3,1596
7,3,4,4,30324
7,3,4,5,22344
7,3,4,6,22344
7,3,4,7,9576
7,3,5,0,3724
7,3,5,1,1596
7,3,5,2,1596
7,3,5,3,266
7,3,5,4,5054
7,3,5,5,3724
7,3,5,6,3724
7,3,5,7,1596
7,3,6,0,52136
7,3,6,1,22344
7,3,6,2,22344
7,3,6,3,3724
7,3,6,4,70756
7,3,6,5,52136
7,3,6,6,52136
7,3,6,7,22344
7,3,7,0,22344
7,3,7,1,9576
7,3,7,2,9576
7,3,7,3,1596
7,3,7,4,30324
7,3,7,5,22344
7,3,7,6,22344
7,3,7,7,9576
7,4,0,0,22344
7,4,0,1,9576
7,4,0,2,9576
7,4,0,3,1596
7,4,0,4,30324
7,4,0,5,22344
7,4,0,6,22344
7,4,0,7,9576
7,4,1,0,9576
7,4,1,1,4104
7,4,1,2,4104
7,4,1,3,684
7,4,1,4,12996
7,4,1,5,9576
7,4,1,6,9576
7,4,1,7,4104
7,4,2,0,30324
7,4,2,1,12996
7,4,2,2,12996
7,4,2,3,2166
7,4,2,4,41154
7,4,2,5,30324
7,4,2,6,30324
7,4,2,7,12996
7,4,3,0,22344
7,4,3,1,9576
7,4,3,2,9576
7,4,3,3,1596
7,4,3,4,30324
7,4,3,5,22344
7,4,3,6,22344
7,4,3,7,9576
7,4,4,0,9576
7,4,4,1,4104
7,4,4,2,4104
7,4,4,3,684
7,4,4,4,12996
7,4,4,5,9576
7,4,4,6,9576
7,4,4,7,4104
7,4,5,0,1596
7,4,5,1,684
7,4,5,2,684
7,4,5,3,114
7,4,5,4,2166
7,4,5,5,1596
7,4,5,6,1596
