p0,p1,p2,p3
11,10,3,6
12,2,12,6
7,5,12,1
17,9,12,6
7,5,12,0
11,10,4,0
11,10,4,1
12,2,12,1
12,2,12,0
12,5,2,6
4,2,0,0
4,2,0,1
12,2,11,6
4,2,0,6
12,2,11,1
12,2,11,0
11,10,6,0
11,10,6,1
7,5,11,6
11,10,4,6
17,9,8,6
17,9,9,0
17,9,9,1
17,9,9,6
11,10,0,0
11,10,0,1
11,10,0,6
11,10,1,0
11,10,1,1
17,9,12,1
17,9,11,0
17,9,11,1
11,10,2,0
11,10,2,1
17,9,11,6
11,10,2,6
7,5,12,6
11,10,3,0
11,10,3,1
17,9,12,0
11,10,1,6
9,5,12,1
9,5,12,0
12,2,9,1
12,2,9,0
11,10,9,6
9,5,11,6
17,10,0,0
17,10,0,1
9,5,11,1
11,10,6,6
4,2,2,0
4,2,2,1
17,10,0,6
2,10,9,6
12,2,8,6
11,10,11,0
11,10,11,1
2,10,9,1
9,5,9,6
9,5,11,0
2,10,12,6
4,2,1,0
4,2,1,1
11,10,7,0
11,10,7,1
2,10,12,1
2,10,12,0
11,10,7,6
7,5,11,1
11,10,9,1
4,2,1,6
11,10,8,0
11,10,8,1
2,10,11,6
12,2,9,6
11,10,8,6
2,10,11,1
2,10,11,0
9,5,12,6
11,10,9,0
7,5,11,0
11,9,6,0
11,9,6,1
9,7,8,1
9,7,8,0
11,9,6,6
9,7,7,6
17,9,3,0
17,9,3,1
9,7,7,1
17,9,8,1
11,9,7,0
11,9,7,1
15,10,11,0
9,7,6,6
15,10,11,1
11,9,7,6
9,7,6,1
9,7,6,0
17,9,3,6
9,7,7,0
15,10,8,0
15,10,8,1
11,9,3,6
9,7,11,6
17,9,1,6
15,10,8,6
9,7,11,1
9,7,11,0
11,9,4,0
9,7,8,6
11,9,4,6
15,10,9,0
15,10,9,1
17,9,2,0
9,7,9,6
17,9,2,1
15,10,9,6
9,7,9,1
9,7,9,0
17,9,2,6
11,9,4,1
9,7,1,6
11,9,11,0
11,9,11,1
9,7,1,1
9,7,1,0
11,9,11,6
9,7,0,6
17,9,6,0
17,9,6,1
15,10,11,6
9,7,0,0
11,9,12,0
11,9,12,1
17,9,6,6
11,9,12,6
17,9,7,0
17,9,7,1
17,9,7,6
17,9,8,0
9,7,0,1
11,9,8,0
11,9,8,1
11,9,8,6
9,7,4,6
15,10,12,0
15,10,12,1
9,7,4,1
9,7,4,0
17,9,4,0
9,7,2,0
11,9,9,1
17,9,4,1
9,7,3,6
15,10,12,6
11,9,9,6
9,7,3,1
9,7,3,0
17,9,4,6
9,7,2,6
9,7,2,1
11,9,9,0
4,10,6,6
2,10,1,1
2,10,1,0
9,4,11,6
4,10,6,1
4,10,6,0
9,4,11,1
9,4,11,0
7,5,8,0
2,10,9,0
12,2,4,0
2,10,0,6
17,10,7,0
17,10,7,1
2,10,0,1
2,10,0,0
9,4,9,6
4,10,4,6
9,4,9,1
12,2,4,1
4,10,9,0
4,2,4,6
4,10,8,6
2,10,2,6
7,5,8,6
4,10,8,1
4,10,8,0
2,10,2,1
2,10,2,0
17,10,6,6
17,10,6,0
17,10,6,1
4,10,7,1
4,10,7,0
12,2,4,6
9,4,12,6
2,10,1,6
7,5,8,1
9,4,12,1
9,4,12,0
4,10,7,6
9,4,6,6
4,10,2,6
9,4,6,1
9,4,6,0
4,2,6,6
4,10,2,1
4,10,2,0
17,10,9,0
17,10,9,1
9,4,9,0
4,10,1,6
7,5,7,1
17,10,9,6
9,4,4,6
4,10,1,1
4,10,1,0
9,4,4,1
9,4,4,0
7,5,7,0
12,2,2,6
17,10,7,6
4,10,4,1
4,10,4,0
9,4,8,6
12,2,3,6
4,2,6,0
9,4,8,1
9,4,8,0
4,2,6,1
7,5,7,6
17,10,8,0
17,10,8,1
9,4,7,6
4,10,3,1
4,10,3,0
9,4,7,1
9,4,7,0
12,2,3,1
12,2,3,0
17,10,8,6
4,10,3,6
9,5,6,6
2,10,7,6
17,10,2,0
9,5,6,1
9,5,6,0
17,10,2,1
2,10,7,1
2,10,7,0
12,2,7,6
4,10,9,1
17,10,2,6
4,2,3,1
2,10,6,6
12,2,7,1
12,2,7,0
9,5,4,6
2,10,6,1
2,10,6,0
9,5,4,1
4,2,3,0
11,10,11,6
9,5,9,1
9,5,9,0
4,2,2,6
17,10,1,0
17,10,1,1
12,2,8,1
9,5,8,6
11,10,12,0
9,5,7,0
9,5,8,1
9,5,8,0
2,10,8,6
12,2,8,0
11,10,12,6
17,10,1,6
9,5,7,6
2,10,8,1
2,10,8,0
9,5,7,1
11,10,12,1
4,10,11,1
4,10,11,0
9,5,1,1
9,5,1,0
17,10,4,1
2,10,4,1
2,10,4,0
12,2,6,1
9,5,0,6
