p0,p1,p2,p3
3,0,0,0
3,1,0,0
3,3,0,0
3,6,0,0
3,8,0,0
3,14,0,0
4,0,0,0
4,1,0,0
4,3,0,0
4,6,0,0
4,8,0,0
4,14,0,0
5,0,0,0
5,1,0,0
5,3,0,0
5,6,0,0
5,8,0,0
5,14,0,0
8,0,0,0
8,1,0,0
8,3,0,0
8,6,0,0
8,8,0,0
8,14,0,0
9,0,0,0
9,1,0,0
9,3,0,0
9,6,0,0
9,8,0,0
9,14,0,0
10,0,0,0
10,1,0,0
10,3,0,0
10,6,0,0
10,8,0,0
10,14,0,0
12,0,0,0
12,1,0,0
12,3,0,0
12,6,0,0
12,8,0,0
12,14,0,0
13,0,0,0
13,1,0,0
13,3,0,0
13,6,0,0
13,8,0,0
13,14,0,0
14,0,0,0
14,1,0,0
14,3,0,0
14,6,0,0
14,8,0,0
14,14,0,0
15,0,0,0
15,1,0,0
15,3,0,0
15,6,0,0
15,8,0,0
15,14,0,0
16,0,0,0
16,1,0,0
16,3,0,0
16,6,0,0
16,8,0,0
16,14,0,0
17,0,0,0
17,1,0,0
17,3,0,0
17,6,0,0
17,8,0,0
17,14,0,0
18,0,0,0
18,1,0,0
18,3,0,0
18,6,0,0
18,8,0,0
18,14,0,0
19,0,0,0
19,1,0,0
19,3,0,0
19,6,0,0
19,8,0,0
19,14,0,0
