p0,p1,p2,p3
19,14,0,17
14,0,0,0
14,0,0,1
14,0,0,2
14,0,0,3
14,0,0,4
14,0,0,6
14,0,0,7
14,0,0,8
14,0,0,9
14,0,0,11
14,0,0,12
14,0,0,14
14,0,0,15
14,0,0,17
14,1,0,0
14,1,0,1
14,1,0,2
14,1,0,3
14,1,0,4
14,1,0,6
14,1,0,7
14,1,0,8
14,1,0,9
19,6,0,2
19,6,0,3
19,6,0,4
19,6,0,6
19,6,0,7
19,6,0,8
19,6,0,9
19,6,0,11
19,3,0,9
19,3,0,11
19,3,0,12
19,3,0,14
19,3,0,15
19,3,0,17
19,6,0,0
19,6,0,1
19,3,0,0
19,3,0,1
19,3,0,2
19,3,0,3
19,3,0,4
19,3,0,6
19,3,0,7
19,3,0,8
19,1,0,7
19,1,0,8
19,1,0,9
19,1,0,11
19,1,0,12
19,1,0,14
19,1,0,15
19,1,0,17
14,14,0,12
14,14,0,14
14,14,0,15
14,14,0,17
15,0,0,0
15,0,0,1
15,0,0,2
15,0,0,3
14,14,0,2
14,14,0,3
14,14,0,4
14,14,0,6
14,14,0,7
14,14,0,8
14,14,0,9
14,14,0,11
14,8,0,9
14,8,0,11
14,8,0,12
14,8,0,14
14,8,0,15
14,8,0,17
14,14,0,0
14,14,0,1
14,8,0,0
14,8,0,1
14,8,0,2
14,8,0,3
14,8,0,4
14,8,0,6
14,8,0,7
14,8,0,8
15,3,0,0
15,3,0,1
15,3,0,2
15,3,0,3
15,3,0,4
15,3,0,6
15,3,0,7
15,3,0,8
15,1,0,7
15,1,0,8
15,1,0,9
15,1,0,11
15,1,0,12
15,1,0,14
15,1,0,15
15,1,0,17
15,0,0,15
15,0,0,17
15,1,0,0
15,1,0,1
15,1,0,2
15,1,0,3
15,1,0,4
15,1,0,6
15,0,0,4
15,0,0,6
15,0,0,7
15,0,0,8
15,0,0,9
15,0,0,11
15,0,0,12
15,0,0,14
15,8,0,4
15,8,0,6
15,8,0,7
15,8,0,8
15,8,0,9
15,8,0,11
15,8,0,12
15,8,0,14
15,6,0,12
15,6,0,14
15,6,0,15
15,6,0,17
15,8,0,0
15,8,0,1
15,8,0,2
15,8,0,3
15,6,0,2
15,6,0,3
15,6,0,4
15,6,0,6
15,6,0,7
15,6,0,8
15,6,0,9
15,6,0,11
15,3,0,9
15,3,0,11
15,3,0,12
15,3,0,14
15,3,0,15
15,3,0,17
15,6,0,0
15,6,0,1
16,0,0,9
16,0,0,11
16,0,0,12
16,0,0,14
16,0,0,15
16,0,0,17
16,1,0,0
16,1,0,1
16,0,0,0
16,0,0,1
16,0,0,2
16,0,0,3
16,0,0,4
16,0,0,6
16,0,0,7
16,0,0,8
15,14,0,7
15,14,0,8
15,14,0,9
15,14,0,11
15,14,0,12
15,14,0,14
15,14,0,15
15,14,0,17
15,8,0,15
15,8,0,17
15,14,0,0
15,14,0,1
15,14,0,2
15,14,0,3
15,14,0,4
15,14,0,6
16,3,0,15
16,3,0,17
16,6,0,0
16,6,0,1
16,6,0,2
16,6,0,3
16,6,0,4
16,6,0,6
16,3,0,4
16,3,0,6
16,3,0,7
16,3,0,8
16,3,0,9
16,3,0,11
16,3,0,12
16,3,0,14
16,1,0,12
16,1,0,14
16,1,0,15
16,1,0,17
16,3,0,0
16,3,0,1
16,3,0,2
16,3,0,3
16,1,0,2
16,1,0,3
16,1,0,4
16,1,0,6
16,1,0,7
16,1,0,8
16,1,0,9
16,1,0,11
16,14,0,2
16,14,0,3
16,14,0,4
16,14,0,6
16,14,0,7
16,14,0,8
16,14,0,9
16,14,0,11
16,8,0,9
16,8,0,11
16,8,0,12
16,8,0,14
16,8,0,15
16,8,0,17
16,14,0,0
16,14,0,1
16,8,0,0
16,8,0,1
16,8,0,2
16,8,0,3
16,8,0,4
16,8,0,6
16,8,0,7
16,8,0,8
16,6,0,7
16,6,0,8
16,6,0,9
16,6,0,11
16,6,0,12
16,6,0,14
16,6,0,15
16,6,0,17
17,1,0,7
17,1,0,8
17,1,0,9
17,1,0,11
17,1,0,12
17,1,0,14
17,1,0,15
17,1,0,17
17,0,0,15
17,0,0,17
17,1,0,0
17,1,0,1
17,1,0,2
17,1,0,3
17,1,0,4
17,1,0,6
17,0,0,4
17,0,0,6
17,0,0,7
17,0,0,8
17,0,0,9
17,0,0,11
17,0,0,12
17,0,0,14
16,14,0,12
16,14,0,14
16,14,0,15
16,14,0,17
17,0,0,0
17,0,0,1
17,0,0,2
17,0,0,3
17,6,0,12
17,6,0,14
17,6,0,15
17,6,0,17
17,8,0,0
17,8,0,1
