p0,p1,p2,p3
19,14,5,11
11,0,0,0
11,0,0,1
11,0,0,2
11,0,0,6
11,0,0,7
11,0,0,11
11,0,1,0
11,0,1,1
11,0,1,2
11,0,1,6
11,0,1,7
11,0,1,11
11,0,2,0
11,0,2,1
11,0,2,2
19,8,5,2
19,8,5,6
19,8,5,7
19,8,5,11
19,14,0,0
19,14,0,1
19,14,0,2
19,14,0,6
19,8,4,0
19,8,4,1
19,8,4,2
19,8,4,6
19,8,4,7
19,8,4,11
19,8,5,0
19,8,5,1
19,8,2,7
19,8,2,11
19,8,3,0
19,8,3,1
19,8,3,2
19,8,3,6
19,8,3,7
19,8,3,11
19,8,1,2
19,8,1,6
19,8,1,7
19,8,1,11
19,8,2,0
19,8,2,1
19,8,2,2
19,8,2,6
11,3,0,0
11,3,0,1
11,3,0,2
11,3,0,6
11,3,0,7
11,3,0,11
11,3,1,0
11,3,1,1
11,1,4,7
11,1,4,11
11,1,5,0
11,1,5,1
11,1,5,2
11,1,5,6
11,1,5,7
11,1,5,11
11,1,3,2
11,1,3,6
11,1,3,7
11,1,3,11
11,1,4,0
11,1,4,1
11,1,4,2
11,1,4,6
11,1,2,0
11,1,2,1
11,1,2,2
11,1,2,6
11,1,2,7
11,1,2,11
11,1,3,0
11,1,3,1
11,3,5,2
11,3,5,6
11,3,5,7
11,3,5,11
11,6,0,0
11,6,0,1
11,6,0,2
11,6,0,6
11,3,4,0
11,3,4,1
11,3,4,2
11,3,4,6
11,3,4,7
11,3,4,11
11,3,5,0
11,3,5,1
11,3,2,7
11,3,2,11
11,3,3,0
11,3,3,1
11,3,3,2
11,3,3,6
11,3,3,7
11,3,3,11
11,3,1,2
11,3,1,6
11,3,1,7
11,3,1,11
11,3,2,0
11,3,2,1
11,3,2,2
11,3,2,6
11,6,4,7
11,6,4,11
11,6,5,0
11,6,5,1
11,6,5,2
11,6,5,6
11,6,5,7
11,6,5,11
11,6,3,2
11,6,3,6
11,6,3,7
11,6,3,11
11,6,4,0
11,6,4,1
11,6,4,2
11,6,4,6
11,6,2,0
11,6,2,1
11,6,2,2
11,6,2,6
11,6,2,7
11,6,2,11
11,6,3,0
11,6,3,1
11,6,0,7
11,6,0,11
11,6,1,0
11,6,1,1
11,6,1,2
11,6,1,6
11,6,1,7
11,6,1,11
11,8,4,0
11,8,4,1
11,8,4,2
11,8,4,6
11,8,4,7
11,8,4,11
11,8,5,0
11,8,5,1
11,8,2,7
11,8,2,11
11,8,3,0
11,8,3,1
11,8,3,2
11,8,3,6
11,8,3,7
11,8,3,11
11,8,1,2
11,8,1,6
11,8,1,7
11,8,1,11
11,8,2,0
11,8,2,1
11,8,2,2
11,8,2,6
11,8,0,0
11,8,0,1
11,8,0,2
11,8,0,6
11,8,0,7
11,8,0,11
11,8,1,0
11,8,1,1
11,14,3,2
11,14,3,6
11,14,3,7
11,14,3,11
11,14,4,0
11,14,4,1
11,14,4,2
11,14,4,6
11,14,2,0
11,14,2,1
11,14,2,2
11,14,2,6
11,14,2,7
11,14,2,11
11,14,3,0
11,14,3,1
11,14,0,7
11,14,0,11
11,14,1,0
11,14,1,1
11,14,1,2
11,14,1,6
11,14,1,7
11,14,1,11
11,8,5,2
11,8,5,6
11,8,5,7
11,8,5,11
11,14,0,0
11,14,0,1
11,14,0,2
11,14,0,6
12,0,2,7
12,0,2,11
12,0,3,0
12,0,3,1
12,0,3,2
12,0,3,6
12,0,3,7
12,0,3,11
12,0,1,2
12,0,1,6
12,0,1,7
12,0,1,11
12,0,2,0
12,0,2,1
12,0,2,2
12,0,2,6
12,0,0,0
12,0,0,1
12,0,0,2
12,0,0,6
12,0,0,7
12,0,0,11
12,0,1,0
12,0,1,1
11,14,4,7
11,14,4,11
11,14,5,0
11,14,5,1
11,14,5,2
11,14,5,6
11,14,5,7
11,14,5,11
12,1,2,0
12,1,2,1
12,1,2,2
12,1,2,6
12,1,2,7
12,1,2,11
12,1,3,0
12,1,3,1
12,1,0,7
12,1,0,11
12,1,1,0
12,1,1,1
12,1,1,2
12,1,1,6
12,1,1,7
12,1,1,11
12,0,5,2
12,0,5,6
12,0,5,7
12,0,5,11
12,1,0,0
12,1,0,1
12,1,0,2
12,1,0,6
12,0,4,0
12,0,4,1
12,0,4,2
12,0,4,6
12,0,4,7
12,0,4,11
12,0,5,0
12,0,5,1
12,3,1,2
12,3,1,6
12,3,1,7
12,3,1,11
12,3,2,0
12,3,2,1
12,3,2,2
12,3,2,6
12,3,0,0
12,3,0,1
12,3,0,2
12,3,0,6
12,3,0,7
12,3,0,11
12,3,1,0
12,3,1,1
12,1,4,7
12,1,4,11
12,1,5,0
12,1,5,1
12,1,5,2
12,1,5,6
12,1,5,7
12,1,5,11
12,1,3,2
12,1,3,6
12,1,3,7
12,1,3,11
12,1,4,0
12,1,4,1
12,1,4,2
12,1,4,6
12,6,0,7
12,6,0,11
12,6,1,0
12,6,1,1
12,6,1,2
12,6,1,6
12,6,1,7
12,6,1,11
12,3,5,2
12,3,5,6
12,3,5,7
12,3,5,11
12,6,0,0
12,6,0,1
12,6,0,2
12,6,0,6
12,3,4,0
12,3,4,1
12,3,4,2
12,3,4,6
