p0,p1,p2,p3
19,11,0,18
11,0,0,0
11,0,0,1
11,0,0,2
11,0,0,3
11,0,0,4
11,0,0,5
11,0,0,6
11,0,0,7
11,0,0,8
11,0,0,9
11,0,0,10
19,6,0,17
19,6,0,18
19,7,0,0
19,7,0,1
19,7,0,2
19,7,0,3
19,7,0,4
19,7,0,5
19,6,0,9
19,6,0,10
19,6,0,11
19,6,0,12
19,6,0,13
19,6,0,14
19,6,0,15
19,6,0,16
19,6,0,1
19,6,0,2
19,6,0,3
19,6,0,4
19,6,0,5
19,6,0,6
19,6,0,7
19,6,0,8
19,2,0,12
19,2,0,13
19,2,0,14
19,2,0,15
19,2,0,16
19,2,0,17
19,2,0,18
19,6,0,0
11,6,0,11
11,6,0,12
11,6,0,13
11,6,0,14
11,6,0,15
11,6,0,16
11,6,0,17
11,6,0,18
11,6,0,3
11,6,0,4
11,6,0,5
11,6,0,6
11,6,0,7
11,6,0,8
11,6,0,9
11,6,0,10
11,2,0,14
11,2,0,15
11,2,0,16
11,2,0,17
11,2,0,18
11,6,0,0
11,6,0,1
11,6,0,2
11,2,0,6
11,2,0,7
11,2,0,8
11,2,0,9
11,2,0,10
11,2,0,11
11,2,0,12
11,2,0,13
11,11,0,5
11,11,0,6
11,11,0,7
11,11,0,8
11,11,0,9
11,11,0,10
11,11,0,11
11,11,0,12
11,7,0,16
11,7,0,17
11,7,0,18
11,11,0,0
11,11,0,1
11,11,0,2
11,11,0,3
11,11,0,4
11,7,0,8
11,7,0,9
11,7,0,10
11,7,0,11
11,7,0,12
11,7,0,13
11,7,0,14
11,7,0,15
11,7,0,0
11,7,0,1
11,7,0,2
11,7,0,3
11,7,0,4
11,7,0,5
11,7,0,6
11,7,0,7
12,0,0,18
12,1,0,0
12,1,0,1
12,1,0,2
12,1,0,3
12,1,0,4
12,1,0,5
12,1,0,6
12,0,0,10
12,0,0,11
12,0,0,12
12,0,0,13
12,0,0,14
12,0,0,15
12,0,0,16
12,0,0,17
12,0,0,2
12,0,0,3
12,0,0,4
12,0,0,5
12,0,0,6
12,0,0,7
12,0,0,8
12,0,0,9
11,11,0,13
11,11,0,14
11,11,0,15
11,11,0,16
11,11,0,17
11,11,0,18
12,0,0,0
12,0,0,1
12,2,0,12
12,2,0,13
12,2,0,14
12,2,0,15
12,2,0,16
12,2,0,17
12,2,0,18
12,6,0,0
12,2,0,4
12,2,0,5
12,2,0,6
12,2,0,7
12,2,0,8
12,2,0,9
12,2,0,10
12,2,0,11
12,1,0,15
12,1,0,16
12,1,0,17
12,1,0,18
12,2,0,0
12,2,0,1
12,2,0,2
12,2,0,3
12,1,0,7
12,1,0,8
12,1,0,9
12,1,0,10
12,1,0,11
12,1,0,12
12,1,0,13
12,1,0,14
12,7,0,6
12,7,0,7
12,7,0,8
12,7,0,9
12,7,0,10
12,7,0,11
12,7,0,12
12,7,0,13
12,6,0,17
12,6,0,18
12,7,0,0
12,7,0,1
12,7,0,2
12,7,0,3
12,7,0,4
12,7,0,5
12,6,0,9
12,6,0,10
12,6,0,11
12,6,0,12
12,6,0,13
12,6,0,14
12,6,0,15
12,6,0,16
12,6,0,1
12,6,0,2
12,6,0,3
12,6,0,4
12,6,0,5
12,6,0,6
12,6,0,7
12,6,0,8
13,0,0,0
13,0,0,1
13,0,0,2
13,0,0,3
13,0,0,4
13,0,0,5
13,0,0,6
13,0,0,7
12,11,0,11
12,11,0,12
12,11,0,13
12,11,0,14
12,11,0,15
12,11,0,16
12,11,0,17
12,11,0,18
12,11,0,3
12,11,0,4
12,11,0,5
12,11,0,6
12,11,0,7
12,11,0,8
12,11,0,9
12,11,0,10
12,7,0,14
12,7,0,15
12,7,0,16
12,7,0,17
12,7,0,18
12,11,0,0
12,11,0,1
12,11,0,2
13,1,0,13
13,1,0,14
13,1,0,15
13,1,0,16
13,1,0,17
13,1,0,18
13,2,0,0
13,2,0,1
13,1,0,5
13,1,0,6
13,1,0,7
13,1,0,8
13,1,0,9
13,1,0,10
13,1,0,11
13,1,0,12
13,0,0,16
13,0,0,17
13,0,0,18
13,1,0,0
13,1,0,1
13,1,0,2
13,1,0,3
13,1,0,4
13,0,0,8
13,0,0,9
13,0,0,10
13,0,0,11
13,0,0,12
13,0,0,13
13,0,0,14
13,0,0,15
13,6,0,7
13,6,0,8
13,6,0,9
13,6,0,10
13,6,0,11
13,6,0,12
13,6,0,13
13,6,0,14
13,2,0,18
13,6,0,0
13,6,0,1
13,6,0,2
13,6,0,3
13,6,0,4
13,6,0,5
13,6,0,6
13,2,0,10
13,2,0,11
13,2,0,12
13,2,0,13
13,2,0,14
13,2,0,15
13,2,0,16
13,2,0,17
13,2,0,2
13,2,0,3
13,2,0,4
13,2,0,5
13,2,0,6
13,2,0,7
13,2,0,8
13,2,0,9
13,11,0,1
13,11,0,2
13,11,0,3
13,11,0,4
13,11,0,5
13,11,0,6
13,11,0,7
13,11,0,8
13,7,0,12
13,7,0,13
13,7,0,14
13,7,0,15
13,7,0,16
13,7,0,17
13,7,0,18
13,11,0,0
13,7,0,4
13,7,0,5
13,7,0,6
13,7,0,7
13,7,0,8
13,7,0,9
13,7,0,10
13,7,0,11
13,6,0,15
13,6,0,16
13,6,0,17
13,6,0,18
13,7,0,0
13,7,0,1
13,7,0,2
13,7,0,3
17,0,0,14
17,0,0,15
17,0,0,16
17,0,0,17
17,0,0,18
17,1,0,0
17,1,0,1
17,1,0,2
17,0,0,6
17,0,0,7
17,0,0,8
17,0,0,9
17,0,0,10
17,0,0,11
17,0,0,12
17,0,0,13
13,11,0,17
13,11,0,18
17,0,0,0
17,0,0,1
17,0,0,2
17,0,0,3
17,0,0,4
17,0,0,5
13,11,0,9
13,11,0,10
13,11,0,11
13,11,0,12
13,11,0,13
13,11,0,14
13,11,0,15
13,11,0,16
17,2,0,8
17,2,0,9
17,2,0,10
17,2,0,11
17,2,0,12
17,2,0,13
17,2,0,14
17,2,0,15
17,2,0,0
17,2,0,1
17,2,0,2
17,2,0,3
17,2,0,4
17,2,0,5
17,2,0,6
17,2,0,7
17,1,0,11
17,1,0,12
17,1,0,13
17,1,0,14
17,1,0,15
17,1,0,16
17,1,0,17
17,1,0,18
17,1,0,3
17,1,0,4
17,1,0,5
17,1,0,6
17,1,0,7
17,1,0,8
17,1,0,9
17,1,0,10
17,7,0,2
17,7,0,3
17,7,0,4
17,7,0,5
17,7,0,6
17,7,0,7
17,7,0,8
17,7,0,9
17,6,0,13
17,6,0,14
17,6,0,15
17,6,0,16
17,6,0,17
17,6,0,18
17,7,0,0
17,7,0,1
17,6,0,5
17,6,0,6
17,6,0,7
17,6,0,8
17,6,0,9
17,6,0,10
17,6,0,11
17,6,0,12
17,2,0,16
17,2,0,17
17,2,0,18
17,6,0,0
17,6,0,1
17,6,0,2
17,6,0,3
17,6,0,4
17,11,0,15
17,11,0,16
17,11,0,17
17,11,0,18
18,0,0,0
18,0,0,1
18,0,0,2
18,0,0,3
17,11,0,7
17,11,0,8
17,11,0,9
17,11,0,10
17,11,0,11
17,11,0,12
17,11,0,13
17,11,0,14
17,7,0,18
17,11,0,0
17,11,0,1
17,11,0,2
17,11,0,3
17,11,0,4
17,11,0,5
17,11,0,6
17,7,0,10
17,7,0,11
17,7,0,12
17,7,0,13
17,7,0,14
17,7,0,15
17,7,0,16
17,7,0,17
18,1,0,9
18,1,0,10
18,1,0,11
18,1,0,12
18,1,0,13
18,1,0,14
18,1,0,15
18,1,0,16
18,1,0,1
18,1,0,2
18,1,0,3
18,1,0,4
18,1,0,5
18,1,0,6
18,1,0,7
18,1,0,8
18,0,0,12
18,0,0,13
18,0,0,14
18,0,0,15
18,0,0,16
18,0,0,17
18,0,0,18
18,1,0,0
18,0,0,4
18,0,0,5
18,0,0,6
18,0,0,7
18,0,0,8
18,0,0,9
18,0,0,10
18,0,0,11
18,6,0,3
18,6,0,4
18,6,0,5
18,6,0,6
18,6,0,7
18,6,0,8
18,6,0,9
18,6,0,10
18,2,0,14
18,2,0,15
18,2,0,16
18,2,0,17
18,2,0,18
18,6,0,0
18,6,0,1
18,6,0,2
18,2,0,6
18,2,0,7
18,2,0,8
18,2,0,9
18,2,0,10
18,2,0,11
18,2,0,12
18,2,0,13
18,1,0,17
18,1,0,18
18,2,0,0
18,2,0,1
18,2,0,2
18,2,0,3
18,2,0,4
18,2,0,5
18,7,0,16
18,7,0,17
18,7,0,18
18,11,0,0
18,11,0,1
18,11,0,2
18,11,0,3
18,11,0,4
18,7,0,8
18,7,0,9
18,7,0,10
18,7,0,11
18,7,0,12
18,7,0,13
18,7,0,14
18,7,0,15
18,7,0,0
18,7,0,1
18,7,0,2
18,7,0,3
18,7,0,4
18,7,0,5
18,7,0,6
18,7,0,7
18,6,0,11
18,6,0,12
18,6,0,13
18,6,0,14
18,6,0,15
18,6,0,16
18,6,0,17
18,6,0,18
19,0,0,10
19,0,0,11
19,0,0,12
19,0,0,13
19,0,0,14
19,0,0,15
19,0,0,16
19,0,0,17
19,0,0,2
19,0,0,3
19,0,0,4
19,0,0,5
19,0,0,6
19,0,0,7
19,0,0,8
19,0,0,9
18,11,0,13
18,11,0,14
18,11,0,15
18,11,0,16
18,11,0,17
18,11,0,18
19,0,0,0
19,0,0,1
18,11,0,5
18,11,0,6
18,11,0,7
18,11,0,8
18,11,0,9
18,11,0,10
18,11,0,11
18,11,0,12
19,2,0,4
19,2,0,5
19,2,0,6
19,2,0,7
19,2,0,8
19,2,0,9
19,2,0,10
19,2,0,11
19,1,0,15
19,1,0,16
19,1,0,17
19,1,0,18
19,2,0,0
19,2,0,1
19,2,0,2
19,2,0,3
19,1,0,7
19,1,0,8
19,1,0,9
19,1,0,10
19,1,0,11
19,1,0,12
19,1,0,13
19,1,0,14
19,0,0,18
19,1,0,0
19,1,0,1
19,1,0,2
19,1,0,3
19,1,0,4
19,1,0,5
19,1,0,6
19,11,0,11
19,11,0,12
19,11,0,13
19,11,0,14
19,11,0,15
19,11,0,16
19,11,0,17
11,0,0,11
19,11,0,3
19,11,0,4
19,11,0,5
19,11,0,6
