p0,p1,p2,p3
19,5,13,14
11,0,0,0
11,0,0,1
11,0,0,3
11,0,0,6
11,0,0,8
11,0,0,14
11,0,1,0
11,0,1,1
11,0,1,3
11,0,1,6
11,0,1,8
11,0,1,14
11,0,2,0
11,0,2,1
11,0,2,3
19,5,7,3
19,5,7,6
19,5,7,8
19,5,7,14
19,5,8,0
19,5,8,1
19,5,8,3
19,5,8,6
19,5,6,0
19,5,6,1
19,5,6,3
19,5,6,6
19,5,6,8
19,5,6,14
19,5,7,0
19,5,7,1
19,5,4,8
19,5,4,14
19,5,5,0
19,5,5,1
19,5,5,3
19,5,5,6
19,5,5,8
19,5,5,14
19,5,3,3
19,5,3,6
19,5,3,8
19,5,3,14
19,5,4,0
19,5,4,1
19,5,4,3
19,5,4,6
11,0,12,0
11,0,12,1
11,0,12,3
11,0,12,6
11,0,12,8
11,0,12,14
11,0,13,0
11,0,13,1
11,0,10,8
11,0,10,14
11,0,11,0
11,0,11,1
11,0,11,3
11,0,11,6
11,0,11,8
11,0,11,14
11,0,9,3
11,0,9,6
11,0,9,8
11,0,9,14
11,0,10,0
11,0,10,1
11,0,10,3
11,0,10,6
11,0,8,0
11,0,8,1
11,0,8,3
11,0,8,6
11,0,8,8
11,0,8,14
11,0,9,0
11,0,9,1
11,1,3,3
11,1,3,6
11,1,3,8
11,1,3,14
11,1,4,0
11,1,4,1
11,1,4,3
11,1,4,6
11,1,2,0
11,1,2,1
11,1,2,3
11,1,2,6
11,1,2,8
11,1,2,14
11,1,3,0
11,1,3,1
11,1,0,8
11,1,0,14
11,1,1,0
11,1,1,1
11,1,1,3
11,1,1,6
11,1,1,8
11,1,1,14
11,0,13,3
11,0,13,6
11,0,13,8
11,0,13,14
11,1,0,0
11,1,0,1
11,1,0,3
11,1,0,6
11,1,8,8
11,1,8,14
11,1,9,0
11,1,9,1
11,1,9,3
11,1,9,6
11,1,9,8
11,1,9,14
11,1,7,3
11,1,7,6
11,1,7,8
11,1,7,14
11,1,8,0
11,1,8,1
11,1,8,3
11,1,8,6
11,1,6,0
11,1,6,1
11,1,6,3
11,1,6,6
11,1,6,8
11,1,6,14
11,1,7,0
11,1,7,1
11,1,4,8
11,1,4,14
11,1,5,0
11,1,5,1
11,1,5,3
11,1,5,6
11,1,5,8
11,1,5,14
11,2,0,0
11,2,0,1
11,2,0,3
11,2,0,6
11,2,0,8
11,2,0,14
11,2,1,0
11,2,1,1
11,1,12,8
11,1,12,14
11,1,13,0
11,1,13,1
11,1,13,3
11,1,13,6
11,1,13,8
11,1,13,14
11,1,11,3
11,1,11,6
11,1,11,8
11,1,11,14
11,1,12,0
11,1,12,1
11,1,12,3
11,1,12,6
11,1,10,0
11,1,10,1
11,1,10,3
11,1,10,6
