f0,f1,f2,f3,X0,X1,X2,X3,Sum
7,7,3,5,22344,504,7056,1596,31500
4,2,0,0,7056,1596,504,22344,31500
2,2,0,5,7056,22344,1596,504,31500
6,1,5,2,1596,504,7056,22344,31500
4,2,0,5,7056,22344,504,1596,31500
2,2,0,3,504,22344,1596,7056,31500
2,0,5,4,1596,7056,22344,504,31500
7,4,5,5,1596,7056,22344,504,31500
2,1,6,6,22344,7056,1596,504,31500
4,2,3,3,504,1596,7056,22344,31500
2,1,6,3,1596,7056,22344,504,31500
5,6,4,4,1596,22344,504,7056,31500
4,2,3,6,7056,1596,504,22344,31500
6,2,0,4,22344,1596,504,7056,31500
4,1,5,6,1596,7056,504,22344,31500
6,2,7,3,504,1596,22344,7056,31500
2,1,5,5,1596,7056,22344,504,31500
1,1,3,5,22344,1596,7056,504,31500
4,0,5,1,504,7056,22344,1596,31500
4,0,5,7,504,22344,7056,1596,31500
4,0,7,0,7056,504,22344,1596,31500
0,1,3,1,1596,504,22344,7056,31500
4,0,7,3,504,7056,22344,1596,31500
1,3,2,3,1596,22344,504,7056,31500
5,6,7,2,504,7056,1596,22344,31500
2,0,4,6,7056,22344,1596,504,31500
4,1,0,3,1596,7056,504,22344,31500
4,1,0,5,22344,7056,504,1596,31500
2,2,3,5,7056,1596,22344,504,31500
2,2,3,3,504,1596,22344,7056,31500
2,0,5,2,504,7056,22344,1596,31500
7,2,0,0,22344,1596,504,7056,31500
7,4,5,0,1596,504,22344,7056,31500
6,1,4,5,22344,1596,7056,504,31500
4,1,3,3,1596,504,7056,22344,31500
4,1,3,5,22344,504,7056,1596,31500
6,1,4,6,22344,1596,504,7056,31500
0,1,3,2,1596,504,7056,22344,31500
1,1,3,6,22344,1596,504,7056,31500
0,0,1,1,504,7056,22344,1596,31500
4,2,5,0,504,1596,7056,22344,31500
4,0,4,3,504,22344,7056,1596,31500
4,3,3,7,7056,1596,504,22344,31500
1,0,5,4,1596,22344,7056,504,31500
2,1,3,3,1596,504,22344,7056,31500
4,3,4,5,7056,22344,504,1596,31500
1,0,5,2,504,22344,7056,1596,31500
4,3,5,1,504,7056,1596,22344,31500
7,4,6,3,1596,7056,22344,504,31500
4,3,5,4,1596,7056,504,22344,31500
7,4,6,6,22344,7056,1596,504,31500
1,0,3,4,22344,1596,7056,504,31500
2,1,0,0,22344,504,1596,7056,31500
4,3,6,4,22344,7056,504,1596,31500
4,3,6,7,7056,22344,504,1596,31500
4,3,7,0,7056,504,1596,22344,31500
6,1,7,3,1596,504,22344,7056,31500
4,3,7,3,504,7056,1596,22344,31500
4,4,0,0,7056,504,1596,22344,31500
1,0,3,1,7056,1596,22344,504,31500
4,4,0,3,504,7056,1596,22344,31500
5,6,2,2,1596,7056,504,22344,31500
6,1,7,6,22344,504,1596,7056,31500
2,1,0,5,22344,7056,1596,504,31500
4,3,4,0,7056,1596,504,22344,31500
1,0,7,0,7056,1596,22344,504,31500
6,1,6,2,22344,504,7056,1596,31500
5,6,2,7,1596,22344,504,7056,31500
6,2,0,2,7056,1596,504,22344,31500
4,2,5,5,504,22344,7056,1596,31500
5,6,4,1,504,22344,1596,7056,31500
4,2,6,3,504,22344,7056,1596,31500
7,6,1,6,1596,7056,504,22344,31500
4,2,6,6,7056,22344,504,1596,31500
2,1,5,0,1596,504,22344,7056,31500
7,7,3,3,1596,504,7056,22344,31500
0,1,4,5,1596,22344,7056,504,31500
7,7,5,6,1596,7056,504,22344,31500
0,1,4,6,1596,22344,504,7056,31500
1,1,0,3,1596,22344,504,7056,31500
7,6,7,5,1596,7056,22344,504,31500
1,1,0,0,22344,1596,504,7056,31500
1,0,7,6,7056,22344,1596,504,31500
4,3,2,3,1596,7056,504,22344,31500
4,3,2,5,22344,7056,504,1596,31500
6,1,6,7,22344,1596,7056,504,31500
2,1,3,6,22344,504,1596,7056,31500
7,2,3,6,22344,1596,504,7056,31500
4,3,3,1,7056,504,1596,22344,31500
4,0,4,6,7056,22344,504,1596,31500
5,6,7,7,504,22344,1596,7056,31500
7,7,0,3,1596,7056,504,22344,31500
2,3,1,3,504,7056,1596,22344,31500
7,7,6,6,22344,7056,504,1596,31500
2,3,2,5,22344,7056,1596,504,31500
3,6,1,7,504,22344,7056,1596,31500
0,1,1,0,1596,504,7056,22344,31500
3,6,2,1,1596,7056,22344,504,31500
6,7,0,1,7056,504,1596,22344,31500
6,6,7,7,504,1596,22344,7056,31500
3,6,2,7,1596,22344,7056,504,31500
2,3,2,0,22344,504,1596,7056,31500
6,6,7,4,1596,504,22344,7056,31500
3,6,4,2,504,22344,7056,1596,31500
3,7,0,7,7056,22344,504,1596,31500
3,6,4,4,1596,22344,7056,504,31500
2,3,1,0,7056,504,1596,22344,31500
2,0,3,2,7056,504,22344,1596,31500
7,4,3,3,1596,504,22344,7056,31500
3,6,7,2,504,7056,22344,1596,31500
3,6,7,4,1596,7056,22344,504,31500
7,4,3,6,22344,504,1596,7056,31500
2,0,3,7,7056,1596,22344,504,31500
2,2,6,6,7056,22344,1596,504,31500
5,7,3,7,7056,1596,504,22344,31500
5,7,4,5,7056,22344,504,1596,31500
3,6,1,1,504,7056,22344,1596,31500
0,1,0,7,1596,22344,504,7056,31500
6,7,0,7,7056,1596,504,22344,31500
3,5,1,1,7056,504,22344,1596,31500
2,3,4,3,504,22344,1596,7056,31500
3,5,1,4,22344,504,7056,1596,31500
6,7,2,5,22344,504,7056,1596,31500
1,3,2,0,22344,1596,504,7056,31500
3,5,2,2,22344,504,7056,1596,31500
1,3,1,5,7056,22344,504,1596,31500
7,6,7,0,1596,504,22344,7056,31500
3,5,2,7,22344,1596,7056,504,31500
5,7,5,1,504,7056,1596,22344,31500
1,3,1,0,7056,1596,504,22344,31500
3,5,4,1,7056,1596,22344,504,31500
6,7,2,3,1596,504,7056,22344,31500
3,5,4,4,22344,1596,7056,504,31500
2,0,2,3,1596,7056,22344,504,31500
2,0,2,6,22344,7056,1596,504,31500
7,4,0,5,22344,7056,1596,504,31500
2,3,3,4,22344,504,1596,7056,31500
3,5,7,2,7056,504,22344,1596,31500
2,3,3,2,7056,504,1596,22344,31500
3,5,7,7,7056,1596,22344,504,31500
3,7,0,4,22344,7056,504,1596,31500
5,7,4,0,7056,1596,504,22344,31500
6,2,6,4,22344,1596,7056,504,31500
6,6,2,2,1596,504,7056,22344,31500
6,6,4,1,504,1596,22344,7056,31500
3,7,5,7,504,22344,7056,1596,31500
3,7,7,0,7056,504,22344,1596,31500
3,7,2,0,22344,504,7056,1596,31500
3,7,7,3,504,7056,22344,1596,31500
2,2,5,6,504,22344,1596,7056,31500
1,1,6,3,1596,22344,7056,504,31500
7,6,4,5,1596,22344,7056,504,31500
4,0,0,4,22344,7056,504,1596,31500
4,0,0,7,7056,22344,504,1596,31500
6,6,2,1,1596,504,22344,7056,31500
3,7,5,1,504,7056,22344,1596,31500
4,0,2,0,22344,504,7056,1596,31500
6,6,1,7,504,1596,7056,22344,31500
1,1,6,0,22344,1596,7056,504,31500
4,0,2,6,22344,7056,504,1596,31500
4,0,3,1,7056,504,22344,1596,31500
2,2,5,0,504,1596,22344,7056,31500
6,6,1,4,1596,504,7056,22344,31500
4,0,3,4,22344,504,7056,1596,31500
1,1,5,6,1596,22344,504,7056,31500
1,1,5,5,1596,22344,7056,504,31500
6,6,4,2,504,1596,7056,22344,31500
7,6,6,1,1596,7056,22344,504,31500
2,2,6,0,7056,1596,22344,504,31500
5,7,3,1,7056,504,1596,22344,31500
0,1,1,6,1596,7056,504,22344,31500
3,7,3,1,7056,504,22344,1596,31500
7,6,4,6,1596,22344,504,7056,31500
3,7,2,6,22344,7056,504,1596,31500
3,7,3,4,22344,504,7056,1596,31500
5,7,2,3,1596,7056,504,22344,31500
5,7,2,5,22344,7056,504,1596,31500
3,7,4,3,504,22344,7056,1596,31500
3,7,4,6,7056,22344,504,1596,31500
2,0,4,0,7056,1596,22344,504,31500
6,1,1,1,9576,216,9576,9576,28944
1,7,2,6,9576,9576,216,9576,28944
2,2,5,2,216,9576,9576,9576,28944
2,1,1,0,9576,216,9576,9576,28944
2,5,1,4,9576,216,9576,9576,28944
2,0,4,4,9576,9576,9576,216,28944
2,1,6,7,9576,9576,9576,216,28944
1,7,7,3,216,9576,9576,9576,28944
6,1,7,2,9576,216,9576,9576,28944
7,5,7,2,9576,216,9576,9576,28944
1,7,5,1,216,9576,9576,9576,28944
2,2,2,5,9576,9576,9576,216,28944
7,0,7,7,9576,9576,9576,216,28944
7,2,6,1,9576,9576,9576,216,28944
0,2,1,1,216,9576,9576,9576,28944
2,5,2,2,9576,216,9576,9576,28944
2,1,3,2,9576,216,9576,9576,28944
0,2,7,2,216,9576,9576,9576,28944
7,7,0,7,9576,9576,216,9576,28944
2,0,2,7,9576,9576,9576,216,28944
7,2,0,2,9576,9576,216,9576,28944
7,2,1,6,9576,9576,216,9576,28944
2,1,4,5,9576,9576,9576,216,28944
2,2,6,4,9576,9576,9576,216,28944
2,2,1,3,216,9576,9576,9576,28944
1,0,2,1,9576,9576,9576,216,28944
6,4,2,2,9576,216,9576,9576,28944
6,7,2,1,9576,216,9576,9576,28944
1,3,2,2,9576,9576,216,9576,28944
4,2,7,3,216,9576,9576,9576,28944
3,4,4,4,9576,9576,9576,216,28944
7,4,4,5,9576,9576,9576,216,28944
3,4,2,7,9576,9576,9576,216,28944
4,1,3,1,9576,216,9576,9576,28944
1,4,1,3,216,9576,9576,9576,28944
0,7,4,1,216,9576,9576,9576,28944
7,7,4,6,9576,9576,216,9576,28944
4,1,4,6,9576,9576,216,9576,28944
1,4,2,5,9576,9576,9576,216,28944
3,2,7,4,9576,9576,9576,216,28944
4,2,5,1,216,9576,9576,9576,28944
1,1,0,2,9576,9576,216,9576,28944
1,4,5,2,216,9576,9576,9576,28944
1,3,1,4,9576,9576,216,9576,28944
7,7,7,0,9576,216,9576,9576,28944
4,1,7,0,9576,216,9576,9576,28944
7,4,1,0,9576,216,9576,9576,28944
1,0,7,4,9576,9576,9576,216,28944
1,1,6,1,9576,9576,9576,216,28944
4,3,2,7,9576,9576,216,9576,28944
4,6,4,1,216,9576,9576,9576,28944
4,3,4,4,9576,9576,216,9576,28944
4,4,5,7,216,9576,9576,9576,28944
5,7,2,7,9576,9576,216,9576,28944
1,1,7,5,9576,9576,9576,216,28944
7,4,6,7,9576,9576,9576,216,28944
7,4,3,2,9576,216,9576,9576,28944
4,1,0,7,9576,9576,216,9576,28944
4,6,7,7,216,9576,9576,9576,28944
0,7,7,7,216,9576,9576,9576,28944
5,7,4,4,9576,9576,216,9576,28944
7,5,1,1,9576,216,9576,9576,28944
6,7,7,4,9576,216,9576,9576,28944
4,5,7,4,9576,216,9576,9576,28944
3,2,2,1,9576,9576,9576,216,28944
4,4,3,4,9576,216,9576,9576,28944
7,0,4,1,9576,9576,9576,216,28944
4,5,2,1,9576,216,9576,9576,28944
1,6,7,2,216,9576,9576,9576,28944
5,2,1,4,9576,9576,216,9576,28944
2,7,2,0,9576,216,9576,9576,28944
2,6,4,2,216,9576,9576,9576,28944
2,7,3,4,9576,216,9576,9576,28944
4,2,2,6,9576,9576,216,9576,28944
2,7,4,3,216,9576,9576,9576,28944
1,4,6,4,9576,9576,9576,216,28944
1,7,0,4,9576,9576,216,9576,28944
2,7,5,7,216,9576,9576,9576,28944
4,2,0,4,9576,9576,216,9576,28944
1,6,1,1,216,9576,9576,9576,28944
7,3,1,7,9576,9576,216,9576,28944
5,1,4,2,9576,9576,216,9576,28944
2,6,1,7,216,9576,9576,9576,28944
0,4,1,7,216,9576,9576,9576,28944
6,4,1,4,9576,216,9576,9576,28944
3,1,4,1,9576,9576,9576,216,28944
7,3,4,2,9576,9576,216,9576,28944
5,1,1,7,9576,9576,216,9576,28944
4,4,4,3,216,9576,9576,9576,28944
1,1,1,6,9576,9576,216,9576,28944
7,2,7,5,9576,9576,9576,216,28944
3,1,7,7,9576,9576,9576,216,28944
4,4,2,0,9576,216,9576,9576,28944
7,7,3,1,9576,216,9576,9576,28944
0,4,4,2,216,9576,9576,9576,28944
5,2,2,2,9576,9576,216,9576,28944
4,2,1,7,1296,12996,1296,12996,28584
2,2,4,1,1296,12996,12996,1296,28584
7,4,7,4,12996,1296,12996,1296,28584
7,1,7,1,12996,1296,12996,1296,28584
2,1,7,4,12996,1296,12996,1296,28584
4,1,1,4,12996,1296,1296,12996,28584
1,1,4,4,12996,12996,1296,1296,28584
4,1,2,2,12996,1296,1296,12996,28584
1,1,2,7,12996,12996,1296,1296,28584
7,7,1,4,12996,1296,1296,12996,28584
1,2,1,2,1296,12996,1296,12996,28584
4,7,4,7,1296,12996,1296,12996,28584
4,4,7,2,1296,1296,12996,12996,28584
7,2,4,4,12996,12996,1296,1296,28584
1,7,4,2,1296,12996,1296,12996,28584
2,7,1,1,1296,1296,12996,12996,28584
4,4,1,1,1296,1296,12996,12996,28584
2,7,7,2,1296,1296,12996,12996,28584
2,4,4,7,1296,12996,12996,1296,28584
1,4,7,7,1296,12996,12996,1296,28584
2,4,2,4,12996,1296,12996,1296,28584
2,4,1,2,1296,1296,12996,12996,28584
1,4,4,1,1296,12996,12996,1296,28584
7,1,1,2,12996,1296,1296,12996,28584
2,1,2,1,12996,1296,12996,1296,28584
4,2,4,2,1296,12996,1296,12996,28584
7,2,2,7,12996,12996,1296,1296,28584
4,7,7,1,1296,1296,12996,12996,28584
7,7,2,2,12996,1296,1296,12996,28584
4,7,2,4,12996,1296,1296,12996,28584
1,2,7,1,1296,12996,12996,1296,28584
7,4,2,1,12996,1296,12996,1296,28584
7,1,4,7,12996,12996,1296,1296,28584
1,2,2,4,12996,12996,1296,1296,28584
1,7,1,7,1296,12996,1296,12996,28584
2,2,7,7,1296,12996,12996,1296,28584
0,2,2,2,684,9576,3024,9576,22860
7,6,7,7,684,9576,9576,3024,22860
0,1,4,2,684,9576,3024,9576,22860
6,2,1,4,9576,684,3024,9576,22860
0,1,4,1,684,9576,9576,3024,22860
7,6,1,1,684,3024,9576,9576,22860
7,7,7,6,9576,3024,684,9576,22860
0,1,7,7,684,9576,9576,3024,22860
6,2,2,1,9576,684,9576,3024,22860
6,2,2,2,9576,684,3024,9576,22860
0,1,7,2,684,3024,9576,9576,22860
6,1,1,7,9576,684,3024,9576,22860
5,7,7,7,3024,9576,684,9576,22860
5,7,7,4,9576,3024,684,9576,22860
5,7,4,1,3024,9576,684,9576,22860
5,7,2,1,9576,3024,684,9576,22860
7,6,7,2,684,3024,9576,9576,22860
0,1,1,7,684,9576,3024,9576,22860
7,6,4,2,684,9576,3024,9576,22860
7,6,4,1,684,9576,9576,3024,22860
7,7,7,5,9576,3024,9576,684,22860
0,2,1,4,684,9576,3024,9576,22860
6,1,4,1,9576,684,9576,3024,22860
6,1,4,2,9576,684,3024,9576,22860
6,2,1,1,3024,684,9576,9576,22860
6,2,7,2,3024,684,9576,9576,22860
6,2,7,4,9576,684,9576,3024,22860
0,2,2,1,684,9576,9576,3024,22860
7,6,1,7,684,9576,3024,9576,22860
0,1,1,1,684,3024,9576,9576,22860
4,1,4,0,9576,684,3024,9576,22860
7,4,1,6,9576,3024,684,9576,22860
3,7,2,7,9576,9576,3024,684,22860
1,5,2,2,9576,684,3024,9576,22860
3,1,1,1,9576,3024,9576,684,22860
7,0,1,1,9576,3024,9576,684,22860
3,1,1,7,9576,9576,3024,684,22860
1,5,2,1,9576,684,9576,3024,22860
1,5,1,4,9576,684,3024,9576,22860
1,5,1,1,3024,684,9576,9576,22860
3,1,4,2,9576,9576,3024,684,22860
7,3,4,1,9576,9576,684,3024,22860
3,1,7,2,9576,3024,9576,684,22860
3,2,1,1,3024,9576,9576,684,22860
1,4,6,2,3024,9576,9576,684,22860
3,2,1,4,9576,9576,3024,684,22860
3,2,2,2,9576,9576,3024,684,22860
6,7,7,7,3024,684,9576,9576,22860
1,5,7,2,3024,684,9576,9576,22860
1,5,7,4,9576,684,9576,3024,22860
7,3,1,1,9576,3024,684,9576,22860
2,7,4,5,3024,9576,9576,684,22860
2,7,0,7,3024,9576,684,9576,22860
2,7,2,3,684,3024,9576,9576,22860
2,7,2,5,9576,3024,9576,684,22860
2,7,2,6,9576,3024,684,9576,22860
2,7,3,7,3024,684,9576,9576,22860
2,7,4,0,3024,684,9576,9576,22860
2,7,4,6,3024,9576,684,9576,22860
7,0,1,7,9576,9576,3024,684,22860
1,6,2,2,684,9576,3024,9576,22860
1,6,2,1,684,9576,9576,3024,22860
2,7,5,4,684,3024,9576,9576,22860
2,7,6,4,9576,3024,9576,684,22860
2,7,6,7,3024,9576,9576,684,22860
1,6,1,4,684,9576,3024,9576,22860
1,4,5,4,684,9576,9576,3024,22860
3,2,7,2,3024,9576,9576,684,22860
1,4,3,4,9576,684,9576,3024,22860
7,4,0,7,9576,9576,684,3024,22860
7,3,7,7,9576,9576,684,3024,22860
7,4,0,2,9576,3024,684,9576,22860
6,7,2,7,9576,684,3024,9576,22860
1,3,2,1,9576,9576,684,3024,22860
1,3,1,1,3024,9576,684,9576,22860
7,7,4,3,684,9576,3024,9576,22860
7,4,1,3,684,3024,9576,9576,22860
7,3,7,2,9576,3024,684,9576,22860
7,4,1,5,9576,3024,9576,684,22860
1,1,7,6,9576,9576,684,3024,22860
7,4,3,7,9576,684,9576,3024,22860
7,7,4,0,9576,684,3024,9576,22860
1,1,7,3,684,9576,9576,3024,22860
3,7,2,1,9576,3024,9576,684,22860
3,4,4,2,3024,9576,9576,684,22860
1,3,7,2,3024,9576,684,9576,22860
1,4,3,2,3024,684,9576,9576,22860
1,4,1,0,3024,684,9576,9576,22860
1,4,2,6,9576,9576,684,3024,22860
1,4,2,3,684,9576,9576,3024,22860
1,4,2,0,9576,684,9576,3024,22860
1,4,1,6,3024,9576,684,9576,22860
1,4,1,5,3024,9576,9576,684,22860
7,7,4,5,9576,9576,3024,684,22860
1,4,0,4,9576,9576,684,3024,22860
1,3,7,4,9576,9576,684,3024,22860
1,4,0,2,3024,9576,684,9576,22860
6,7,4,4,9576,684,3024,9576,22860
6,7,4,1,3024,684,9576,9576,22860
3,4,1,4,9576,3024,9576,684,22860
3,4,1,7,3024,9576,9576,684,22860
3,4,2,2,9576,3024,9576,684,22860
2,7,0,4,9576,3024,684,9576,22860
7,0,4,2,9576,9576,3024,684,22860
1,6,7,4,684,9576,9576,3024,22860
2,2,2,3,684,9576,9576,3024,22860
2,2,0,4,9576,9576,684,3024,22860
2,2,1,0,3024,684,9576,9576,22860
2,2,1,5,3024,9576,9576,684,22860
2,2,1,6,3024,9576,684,9576,22860
7,2,0,1,9576,9576,684,3024,22860
2,2,2,0,9576,684,9576,3024,22860
2,2,2,6,9576,9576,684,3024,22860
7,2,1,0,9576,684,3024,9576,22860
2,2,3,2,3024,684,9576,9576,22860
2,2,3,4,9576,684,9576,3024,22860
2,2,5,4,684,9576,9576,3024,22860
2,0,4,2,3024,9576,9576,684,22860
2,2,6,2,3024,9576,9576,684,22860
2,3,1,4,9576,3024,684,9576,22860
2,2,0,2,3024,9576,684,9576,22860
2,1,6,2,9576,3024,9576,684,22860
2,3,2,2,9576,3024,684,9576,22860
7,7,5,7,684,9576,3024,9576,22860
2,1,0,7,9576,9576,684,3024,22860
7,2,3,2,9576,684,3024,9576,22860
7,2,3,1,9576,684,9576,3024,22860
2,1,1,3,684,3024,9576,9576,22860
2,1,1,5,9576,3024,9576,684,22860
2,1,1,6,9576,3024,684,9576,22860
2,1,3,7,9576,684,9576,3024,22860
2,1,5,7,684,9576,9576,3024,22860
2,1,4,0,9576,684,9576,3024,22860
2,1,4,3,684,9576,9576,3024,22860
2,1,4,6,9576,9576,684,3024,22860
2,1,5,2,684,3024,9576,9576,22860
7,2,1,5,9576,9576,3024,684,22860
7,2,1,3,684,9576,3024,9576,22860
2,3,1,7,3024,9576,684,9576,22860
2,3,2,7,9576,9576,684,3024,22860
2,6,4,4,684,9576,9576,3024,22860
7,7,6,1,9576,3024,9576,684,22860
2,5,4,2,3024,684,9576,9576,22860
2,5,4,4,9576,684,9576,3024,22860
1,7,3,1,3024,684,9576,9576,22860
1,7,2,5,9576,9576,3024,684,22860
7,2,7,0,9576,684,9576,3024,22860
1,7,2,3,684,9576,3024,9576,22860
1,7,2,0,9576,684,3024,9576,22860
2,5,2,7,9576,684,9576,3024,22860
7,2,7,3,684,9576,9576,3024,22860
7,2,7,6,9576,9576,684,3024,22860
2,6,1,4,684,3024,9576,9576,22860
2,6,2,2,684,3024,9576,9576,22860
2,6,2,7,684,9576,9576,3024,22860
1,7,0,1,3024,9576,684,9576,22860
1,7,3,4,9576,684,3024,9576,22860
2,5,1,7,3024,684,9576,9576,22860
2,3,4,2,3024,9576,684,9576,22860
1,7,7,6,3024,9576,684,9576,22860
2,3,4,4,9576,9576,684,3024,22860
2,0,2,2,9576,3024,9576,684,22860
2,0,1,7,3024,9576,9576,684,22860
2,0,1,4,9576,3024,9576,684,22860
7,2,5,1,684,9576,9576,3024,22860
7,2,5,2,684,9576,3024,9576,22860
7,0,7,2,9576,3024,9576,684,22860
7,2,6,2,9576,9576,3024,684,22860
1,7,7,5,3024,9576,9576,684,22860
1,7,7,0,3024,684,9576,9576,22860
1,7,6,4,9576,9576,3024,684,22860
1,7,6,1,3024,9576,9576,684,22860
1,7,5,4,684,9576,3024,9576,22860
7,7,5,1,684,3024,9576,9576,22860
7,7,6,7,9576,9576,3024,684,22860
6,1,7,7,9576,684,9576,3024,22860
7,4,4,0,9576,684,9576,3024,22860
4,4,6,4,9576,3024,9576,684,22860
4,4,3,7,3024,684,9576,9576,22860
4,4,4,0,3024,684,9576,9576,22860
4,4,4,5,3024,9576,9576,684,22860
4,4,4,6,3024,9576,684,9576,22860
1,0,1,4,9576,9576,3024,684,22860
4,4,5,4,684,3024,9576,9576,22860
1,0,1,1,3024,9576,9576,684,22860
4,4,2,5,9576,3024,9576,684,22860
4,4,6,7,3024,9576,9576,684,22860
0,7,7,4,684,3024,9576,9576,22860
4,5,2,7,9576,684,3024,9576,22860
4,5,4,1,3024,684,9576,9576,22860
4,5,4,4,9576,684,3024,9576,22860
0,7,4,4,684,9576,3024,9576,22860
4,4,2,6,9576,3024,684,9576,22860
4,4,2,3,684,3024,9576,9576,22860
4,2,6,1,3024,9576,9576,684,22860
1,1,0,1,9576,9576,684,3024,22860
4,2,7,0,3024,684,9576,9576,22860
4,2,7,5,3024,9576,9576,684,22860
4,2,7,6,3024,9576,684,9576,22860
1,1,1,3,684,9576,3024,9576,22860
7,4,6,2,9576,3024,9576,684,22860
1,1,1,0,9576,684,3024,9576,22860
4,3,2,1,9576,3024,684,9576,22860
1,0,2,2,9576,9576,3024,684,22860
1,0,7,2,3024,9576,9576,684,22860
4,3,4,1,3024,9576,684,9576,22860
4,3,7,4,9576,3024,684,9576,22860
1,1,7,0,9576,684,9576,3024,22860
4,4,0,4,9576,3024,684,9576,22860
4,4,0,7,3024,9576,684,9576,22860
4,5,7,7,3024,684,9576,9576,22860
0,7,2,7,684,9576,3024,9576,22860
0,7,2,1,684,3024,9576,9576,22860
0,2,7,4,684,9576,9576,3024,22860
5,1,7,7,9576,9576,684,3024,22860
5,2,1,1,3024,9576,684,9576,22860
5,2,2,1,9576,9576,684,3024,22860
7,7,7,3,684,3024,9576,9576,22860
5,2,7,2,3024,9576,684,9576,22860
5,2,7,4,9576,9576,684,3024,22860
5,4,1,4,9576,3024,684,9576,22860
4,6,2,1,684,3024,9576,9576,22860
7,5,7,7,9576,684,9576,3024,22860
5,4,1,7,3024,9576,684,9576,22860
5,4,2,2,9576,3024,684,9576,22860
5,4,2,7,9576,9576,684,3024,22860
5,4,4,2,3024,9576,684,9576,22860
5,4,4,4,9576,9576,684,3024,22860
5,1,7,2,9576,3024,684,9576,22860
7,5,4,2,9576,684,3024,9576,22860
7,5,4,1,9576,684,9576,3024,22860
0,4,1,4,684,3024,9576,9576,22860
5,1,4,1,9576,9576,684,3024,22860
0,4,2,2,684,3024,9576,9576,22860
5,1,1,1,9576,3024,684,9576,22860
0,4,2,7,684,9576,9576,3024,22860
6,4,1,7,3024,684,9576,9576,22860
0,4,4,4,684,9576,9576,3024,22860
6,4,2,7,9576,684,9576,3024,22860
6,4,4,2,3024,684,9576,9576,22860
6,4,4,4,9576,684,9576,3024,22860
7,5,1,7,9576,684,3024,9576,22860
4,6,7,4,684,3024,9576,9576,22860
4,6,4,4,684,9576,3024,9576,22860
4,6,2,7,684,9576,3024,9576,22860
4,2,6,4,9576,9576,3024,684,22860
4,3,7,7,3024,9576,684,9576,22860
4,2,5,4,684,9576,3024,9576,22860
7,4,5,2,684,3024,9576,9576,22860
4,1,4,3,684,9576,3024,9576,22860
2,1,0,2,9576,3024,684,9576,22860
3,7,4,1,3024,9576,9576,684,22860
4,1,3,7,9576,684,3024,9576,22860
7,4,4,6,9576,9576,684,3024,22860
4,1,0,1,9576,3024,684,9576,22860
7,4,4,3,684,9576,9576,3024,22860
4,0,7,7,3024,9576,9576,684,22860
4,0,7,4,9576,3024,9576,684,22860
1,1,5,1,684,9576,9576,3024,22860
3,7,4,4,9576,9576,3024,684,22860
1,1,5,2,684,9576,3024,9576,22860
3,7,7,4,9576,3024,9576,684,22860
4,0,4,4,9576,9576,3024,684,22860
4,0,4,1,3024,9576,9576,684,22860
4,0,2,7,9576,9576,3024,684,22860
4,0,2,1,9576,3024,9576,684,22860
3,7,7,7,3024,9576,9576,684,22860
7,7,3,7,9576,684,3024,9576,22860
4,1,4,5,9576,9576,3024,684,22860
1,1,6,2,9576,9576,3024,684,22860
4,1,5,1,684,3024,9576,9576,22860
4,1,6,7,9576,9576,3024,684,22860
1,1,1,5,9576,9576,3024,684,22860
7,4,5,7,684,9576,9576,3024,22860
4,2,3,4,9576,684,3024,9576,22860
4,2,3,1,3024,684,9576,9576,22860
4,2,2,5,9576,9576,3024,684,22860
4,2,2,3,684,9576,3024,9576,22860
4,2,2,0,9576,684,3024,9576,22860
4,2,0,1,3024,9576,684,9576,22860
7,7,0,1,9576,3024,684,9576,22860
4,1,7,5,9576,3024,9576,684,22860
4,1,7,3,684,3024,9576,9576,22860
4,1,7,6,9576,3024,684,9576,22860
1,1,3,1,9576,684,9576,3024,22860
4,1,5,7,684,9576,3024,9576,22860
4,1,6,1,9576,3024,9576,684,22860
1,1,3,2,9576,684,3024,9576,22860
6,6,6,4,3724,1176,16464,1176,22540
6,3,5,4,3724,1176,1176,16464,22540
6,6,4,6,1176,3724,1176,16464,22540
6,3,5,7,1176,3724,1176,16464,22540
6,7,0,5,16464,1176,1176,3724,22540
6,4,0,3,1176,1176,3724,16464,22540
6,3,7,5,16464,1176,3724,1176,22540
6,3,6,1,16464,1176,3724,1176,22540
7,5,5,5,3724,1176,16464,1176,22540
7,5,5,6,3724,1176,1176,16464,22540
6,3,7,3,1176,1176,3724,16464,22540
6,3,4,3,1176,3724,1176,16464,22540
6,6,7,6,1176,1176,3724,16464,22540
6,2,0,5,16464,3724,1176,1176,22540
7,5,6,3,3724,1176,16464,1176,22540
6,2,0,3,1176,3724,1176,16464,22540
6,6,2,6,3724,1176,1176,16464,22540
6,3,5,1,1176,1176,3724,16464,22540
6,3,4,5,16464,3724,1176,1176,22540
6,6,6,2,1176,1176,16464,3724,22540
6,3,6,7,16464,3724,1176,1176,22540
6,6,4,5,1176,3724,16464,1176,22540
6,6,6,7,1176,3724,16464,1176,22540
6,3,6,2,16464,1176,1176,3724,22540
6,4,5,6,1176,1176,3724,16464,22540
7,6,0,5,3724,16464,1176,1176,22540
6,6,0,1,1176,1176,3724,16464,22540
7,0,0,3,3724,16464,1176,1176,22540
7,0,3,3,3724,1176,16464,1176,22540
7,3,5,0,3724,1176,1176,16464,22540
7,3,5,5,3724,16464,1176,1176,22540
6,7,6,6,16464,1176,1176,3724,22540
