,000000,010000,100000,110000,001000,011000,101000,111000,000100,010100,100100,110100,001100,011100,101100,111100,000010,010010,100010,110010,001010,011010,101010,111010,000110,010110,100110,110110,001110,011110,101110,111110,000001,010001,100001,110001,001001,011001,101001,111001,000101,010101,100101,110101,001101,011101,101101,111101,000011,010011,100011,110011,001011,011011,101011,111011,000111,010111,100111,110111,001111,011111,101111,111111
6n8e_3NFL.topo,1,18,4,18,10,36,10,9,10,36,40,36,100,72,100,18,12,120,48,120,24,48,24,12,30,60,120,60,60,24,60,6,6,60,24,60,60,120,60,30,12,24,48,24,120,48,120,12,18,100,72,100,36,40,36,10,9,10,36,10,18,4,18,1
6n8e_2NFL-1PFL_inner.topo,1,10,6,12,12,30,18,9,12,24,40,16,144,72,120,12,10,100,60,120,24,60,36,18,30,60,100,40,72,36,60,6,6,60,36,72,40,100,60,30,18,36,60,24,120,60,100,10,12,120,72,144,16,40,24,12,9,18,30,12,12,6,10,1
6n8e_2NFL-1PFL_outer.topo,1,18,4,18,10,36,10,9,10,36,40,36,100,72,100,18,18,100,72,100,36,40,36,10,36,40,144,40,72,16,72,4,4,72,16,72,40,144,40,36,10,36,40,36,100,72,100,18,18,100,72,100,36,40,36,10,9,10,36,10,18,4,18,1
