nstable,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
states,000-011,000-101,000-110,000-111,001-111,010-001,010-100,010-101,010-111,011-101,100-001,100-011,100-111,110-001,110-011,110-101,000-011-101,001-010-100,010-100-111,011-101-110
topo,,,,,,,,,,,,,,,,,,,,
0_0.topo,0,0,0,0,0,8,8,4,0,8,8,4,0,4,8,8,0,1,0,1
1_0.topo,0,0,0,0,0,8,0,1,0,0,4,0,0,16,4,8,0,0,0,0
2_0.topo,0,0,0,0,0,8,0,4,0,0,0,0,0,4,0,8,0,0,0,0
2_1.topo,0,0,4,0,4,4,0,0,0,0,4,0,0,64,4,4,0,0,0,0
2_2.topo,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0
2_3.topo,0,0,0,0,0,0,0,0,0,0,8,4,0,4,8,0,0,0,0,0
3_0.topo,0,0,8,1,8,4,0,0,0,0,0,0,0,16,0,4,0,0,0,0
3_1.topo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3_2.topo,0,0,4,0,4,8,0,1,0,0,0,0,0,16,0,8,0,0,0,0
3_3.topo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_0.topo,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
4_1.topo,8,8,0,4,0,0,8,4,8,8,0,4,8,0,0,0,1,0,1,0
4_2.topo,0,8,0,4,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0
4_3.topo,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
5_0.topo,4,8,0,16,0,0,0,1,8,0,0,0,4,0,0,0,0,0,0,0
6_0.topo,4,4,4,64,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0
