,000000,010000,100000,110000,001000,011000,101000,111000,000100,010100,100100,110100,001100,011100,101100,111100,000010,010010,100010,110010,001010,011010,101010,111010,000110,010110,100110,110110,001110,011110,101110,111110,000001,010001,100001,110001,001001,011001,101001,111001,000101,010101,100101,110101,001101,011101,101101,111101,000011,010011,100011,110011,001011,011011,101011,111011,000111,010111,100111,110111,001111,011111,101111,111111
Inputs/Topo/EMT6N.topo,18,27,30,225,630,486,210,810,756,2850,1260,23750,972,1260,324,2100,150,9,450,135,5250,162,3150,486,1260,190,3780,2850,1620,84,972,252,252,972,84,1620,2850,3780,190,1260,486,3150,162,5250,135,450,9,150,2100,324,1260,972,23750,1260,2850,756,810,210,486,630,225,30,27,18
