,,,,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
,,,,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1
,,,,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1
,,,,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,0,1,1,20,6,6,6,20,14,20,14,20,14,20,20,20,19,20
0,0,1,0,1,6,20,6,6,20,20,14,20,14,14,20,20,19,20,20
0,1,0,0,1,6,6,20,6,14,20,20,14,14,20,20,19,20,20,20
1,0,0,0,1,6,6,6,20,14,14,14,20,20,20,19,20,20,20,20
0,0,1,1,1,20,20,14,14,84,53,53,53,53,48,84,84,78,78,84
0,1,1,0,1,14,20,20,14,53,84,53,53,48,53,84,78,78,84,84
0,1,0,1,1,20,14,20,14,53,53,84,48,53,53,84,78,84,78,84
1,0,1,0,1,14,20,14,20,53,53,48,84,53,53,78,84,78,84,84
1,0,0,1,1,20,14,14,20,53,48,53,53,84,53,78,84,84,78,84
1,1,0,0,1,14,14,20,20,48,53,53,53,53,84,78,78,84,84,84
0,1,1,1,1,20,20,20,19,84,84,84,78,78,78,148,134,134,134,148
1,0,1,1,1,20,20,19,20,84,78,78,84,84,78,134,148,134,134,148
1,1,0,1,1,20,19,20,20,78,78,84,78,84,84,134,134,148,134,148
1,1,1,0,1,19,20,20,20,78,84,78,84,78,84,134,134,134,148,148
1,1,1,1,1,20,20,20,20,84,84,84,84,84,84,148,148,148,148,167
