,,,0,0,0,1,0,1,1,1
,,,0,0,1,0,1,0,1,1
,,,0,1,0,0,1,1,0,1
0,0,0,1,1,1,1,1,1,1,1
0,0,1,1,6,3,3,6,6,5,6
0,1,0,1,3,6,3,6,5,6,6
1,0,0,1,3,3,6,5,6,6,6
0,1,1,1,6,6,5,14,11,11,14
1,0,1,1,6,5,6,11,14,11,14
1,1,0,1,5,6,6,11,11,14,14
1,1,1,1,6,6,6,14,14,14,19
