,,,0,0,0,1,0,1,1,1
,,,0,0,1,0,1,0,1,1
,,,0,1,0,0,1,1,0,1
0,0,0,19,14,14,14,6,6,6,1
0,0,1,14,14,11,11,6,6,5,1
0,1,0,14,11,14,11,6,5,6,1
1,0,0,14,11,11,14,5,6,6,1
0,1,1,6,6,6,5,6,3,3,1
1,0,1,6,6,5,6,3,6,3,1
1,1,0,6,5,6,6,3,3,6,1
1,1,1,1,1,1,1,1,1,1,1
