,,,0,0,0,1,0,1,1,1
,,,0,0,1,0,1,0,1,1
,,,0,1,0,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0
0,0,1,5,0,3,3,0,0,1,0
0,1,0,5,3,0,3,0,1,0,0
1,0,0,5,3,3,0,1,0,0,0
0,1,1,13,8,8,9,0,3,3,0
1,0,1,13,8,9,8,3,0,3,0
1,1,0,13,9,8,8,3,3,0,0
1,1,1,18,13,13,13,5,5,5,0
